ticker,company,target_from,target_to,action,rating_from,rating_to,time,rating_from_score,rating_to_score,rating_delta,rating_magnitude,target_delta,target_growth,year,month,day,weekday,weekday_num,quarter
TRMB,Trimble,95.0,95.0,target set by,Buy,Buy,2025-10-06 00:30:13,2.0,2.0,0.0,0.0,0.0,0.0,2025,10,6,Monday,0,4
BNTX,BioNTech,121.0,120.0,target lowered by,Neutral,Neutral,2025-10-24 00:30:05,0.0,0.0,0.0,0.0,-1.0,-0.008264462809917356,2025,10,24,Friday,4,4
FL,Foot Locker,24.0,24.0,reiterated by,Market Perform,Market Perform,2025-09-10 00:30:05,0.0,0.0,0.0,0.0,0.0,0.0,2025,9,10,Wednesday,2,3
CNM,Core & Main,58.0,60.0,target raised by,Overweight,Overweight,2025-10-02 00:30:10,2.0,2.0,0.0,0.0,2.0,0.034482758620689655,2025,10,2,Thursday,3,4
VVX,V2X,51.0,55.0,target raised by,Underweight,Underweight,2025-09-22 00:30:13,-2.0,-2.0,0.0,0.0,4.0,0.0784313725490196,2025,9,22,Monday,0,3
UFPT,UFP Technologies,252.0,289.0,target raised by,Buy,Buy,2025-08-07 00:30:07,2.0,2.0,0.0,0.0,37.0,0.14682539682539683,2025,8,7,Thursday,3,3
CRSR,Corsair Gaming,10.0,10.0,initiated by,Neutral,Neutral,2025-10-03 00:30:06,0.0,0.0,0.0,0.0,0.0,0.0,2025,10,3,Friday,4,4
GEO,Geo Group,50.0,45.0,target lowered by,Buy,Buy,2025-08-08 00:30:09,2.0,2.0,0.0,0.0,-5.0,-0.1,2025,8,8,Friday,4,3
IFF,International Flavors & Fragrances,85.0,75.0,target lowered by,Outperform,Outperform,2025-10-06 00:30:12,2.0,2.0,0.0,0.0,-10.0,-0.11764705882352941,2025,10,6,Monday,0,4
BFH,Bread Financial,50.0,52.0,target raised by,Underweight,Underweight,2025-10-25 00:30:05,-2.0,-2.0,0.0,0.0,2.0,0.04,2025,10,25,Saturday,5,4
TAC,TransAlta,19.0,20.0,target raised by,Buy,Buy,2025-08-06 00:30:07,2.0,2.0,0.0,0.0,1.0,0.05263157894736842,2025,8,6,Wednesday,2,3
MBLY,Mobileye Global,17.0,15.0,target lowered by,Neutral,Neutral,2025-10-25 00:30:05,0.0,0.0,0.0,0.0,-2.0,-0.11764705882352941,2025,10,25,Saturday,5,4
ADEA,Adeia,18.0,18.0,reiterated by,Buy,Buy,2025-08-07 00:30:08,2.0,2.0,0.0,0.0,0.0,0.0,2025,8,7,Thursday,3,3
CLSK,Cleanspark,15.0,14.0,reiterated by,Overweight,Neutral,2025-09-28 00:30:11,2.0,0.0,-2.0,2.0,-1.0,-0.06666666666666667,2025,9,28,Sunday,6,3
CPF,CPB,35.0,35.0,initiated by,Overweight,Overweight,2025-08-22 00:30:04,2.0,2.0,0.0,0.0,0.0,0.0,2025,8,22,Friday,4,3
MLCO,Melco Resorts & Entertainment,11.0,11.5,target raised by,Buy,Buy,2025-08-03 00:30:08,2.0,2.0,0.0,0.0,0.5,0.045454545454545456,2025,8,3,Sunday,6,3
PLXS,Plexus,160.0,165.0,target raised by,Buy,Buy,2025-09-23 00:30:08,2.0,2.0,0.0,0.0,5.0,0.03125,2025,9,23,Tuesday,1,3
ERII,Energy Recovery,19.0,19.0,initiated by,Market Outperform,Market Outperform,2025-09-17 00:30:05,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,17,Wednesday,2,3
NNOX,Nano-X Imaging,8.0,8.0,reiterated by,Buy,Buy,2025-09-22 00:30:13,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,22,Monday,0,3
VCEL,Vericel,61.0,58.0,target lowered by,Buy,Buy,2025-08-03 00:30:08,2.0,2.0,0.0,0.0,-3.0,-0.04918032786885246,2025,8,3,Sunday,6,3
TER,Teradyne,133.0,200.0,target raised by,Positive,Positive,2025-09-23 00:30:08,2.0,2.0,0.0,0.0,67.0,0.5037593984962406,2025,9,23,Tuesday,1,3
GILD,Gilead Sciences,115.0,125.0,target raised by,Buy,Buy,2025-10-24 00:30:05,2.0,2.0,0.0,0.0,10.0,0.08695652173913043,2025,10,24,Friday,4,4
NSC,Norfolk Southern,285.0,305.0,target raised by,Market Perform,Market Perform,2025-10-25 00:30:05,0.0,0.0,0.0,0.0,20.0,0.07017543859649122,2025,10,25,Saturday,5,4
ACET,Adicet Bio,7.0,7.0,reiterated by,Buy,Buy,2025-09-22 00:30:13,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,22,Monday,0,3
BIIB,Biogen,190.0,190.0,initiated by,Buy,Buy,2025-09-26 00:30:06,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,26,Friday,4,3
LINE,Lineage,44.0,43.0,target lowered by,Underweight,Underweight,2025-09-24 00:30:08,-2.0,-2.0,0.0,0.0,-1.0,-0.022727272727272728,2025,9,24,Wednesday,2,3
AUGO,Aura Minerals,40.0,40.0,initiated by,Buy,Buy,2025-09-23 00:30:08,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,23,Tuesday,1,3
PHIO,Phio Pharmaceuticals,14.0,14.0,reiterated by,Buy,Buy,2025-08-17 00:30:05,2.0,2.0,0.0,0.0,0.0,0.0,2025,8,17,Sunday,6,3
DRI,Darden Restaurants,225.0,200.0,target lowered by,Equal Weight,Equal Weight,2025-09-22 00:30:13,0.0,0.0,0.0,0.0,-25.0,-0.1111111111111111,2025,9,22,Monday,0,3
TALO,Talos Energy,11.0,11.0,reiterated by,Outperform,Neutral,2025-09-16 00:30:09,2.0,0.0,-2.0,2.0,0.0,0.0,2025,9,16,Tuesday,1,3
CRAI,Charles River Associates,235.0,235.0,reiterated by,Outperform,Outperform,2025-09-24 00:30:07,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,24,Wednesday,2,3
ALNY,Alnylam Pharmaceuticals,435.0,500.0,target raised by,Outperform,Outperform,2025-09-22 00:30:13,2.0,2.0,0.0,0.0,65.0,0.14942528735632185,2025,9,22,Monday,0,3
PTC,PTC,120.0,120.0,target set by,Overweight,Overweight,2025-07-30 00:30:12,2.0,2.0,0.0,0.0,0.0,0.0,2025,7,30,Wednesday,2,3
SRCE,1st Source,65.0,67.0,target raised by,Neutral,Neutral,2025-07-30 00:30:12,0.0,0.0,0.0,0.0,2.0,0.03076923076923077,2025,7,30,Wednesday,2,3
LRN,Stride,165.0,175.0,target raised by,Buy,Buy,2025-10-25 00:30:05,2.0,2.0,0.0,0.0,10.0,0.06060606060606061,2025,10,25,Saturday,5,4
WDAY,Workday,225.0,260.0,target raised by,Neutral,Neutral,2025-09-22 00:30:13,0.0,0.0,0.0,0.0,35.0,0.15555555555555556,2025,9,22,Monday,0,3
OCS,Oculis,36.0,36.0,initiated by,Buy,Buy,2025-08-28 00:30:08,2.0,2.0,0.0,0.0,0.0,0.0,2025,8,28,Thursday,3,3
CCO,Clear Channel Outdoor,1.6,2.5,target raised by,Buy,Buy,2025-09-26 00:30:05,2.0,2.0,0.0,0.0,0.8999999999999999,0.5624999999999999,2025,9,26,Friday,4,3
HLMN,Hillman Solutions,10.75,12.0,target raised by,Buy,Buy,2025-08-31 00:30:05,2.0,2.0,0.0,0.0,1.25,0.11627906976744186,2025,8,31,Sunday,6,3
PGR,Progressive,275.0,273.0,target lowered by,In-Line,In-Line,2025-10-02 00:30:09,0.0,0.0,0.0,0.0,-2.0,-0.007272727272727273,2025,10,2,Thursday,3,4
NU,NU,16.0,17.0,target raised by,Overweight,Overweight,2025-09-08 00:30:05,2.0,2.0,0.0,0.0,1.0,0.0625,2025,9,8,Monday,0,3
AVAV,AeroVironment,325.0,400.0,target raised by,Market Outperform,Market Outperform,2025-10-06 00:30:13,2.0,2.0,0.0,0.0,75.0,0.23076923076923078,2025,10,6,Monday,0,4
TMC,TMC the metals,7.25,7.25,reiterated by,Buy,Buy,2025-08-19 00:30:05,2.0,2.0,0.0,0.0,0.0,0.0,2025,8,19,Tuesday,1,3
MUX,McEwen,19.0,19.0,target set by,Buy,Buy,2025-10-06 00:30:13,2.0,2.0,0.0,0.0,0.0,0.0,2025,10,6,Monday,0,4
BMRN,BioMarin Pharmaceutical,60.0,60.0,initiated by,Neutral,Neutral,2025-09-09 00:30:06,0.0,0.0,0.0,0.0,0.0,0.0,2025,9,9,Tuesday,1,3
WMB,Williams Companies,59.0,65.0,target raised by,Neutral,Neutral,2025-10-03 00:30:06,0.0,0.0,0.0,0.0,6.0,0.1016949152542373,2025,10,3,Friday,4,4
OSBC,Old Second Bancorp,22.0,23.0,target raised by,Outperform,Outperform,2025-10-25 00:30:05,2.0,2.0,0.0,0.0,1.0,0.045454545454545456,2025,10,25,Saturday,5,4
FCFS,FirstCash,200.0,200.0,initiated by,Buy,Buy,2025-10-01 00:30:06,2.0,2.0,0.0,0.0,0.0,0.0,2025,10,1,Wednesday,2,4
CEVA,Ceva,40.0,40.0,reiterated by,Buy,Buy,2025-08-15 00:30:06,2.0,2.0,0.0,0.0,0.0,0.0,2025,8,15,Friday,4,3
SEIC,SEI Investments,105.0,115.0,target raised by,Overweight,Overweight,2025-09-22 00:30:13,2.0,2.0,0.0,0.0,10.0,0.09523809523809523,2025,9,22,Monday,0,3
YOU,CLEAR Secure,45.0,45.0,initiated by,Buy,Buy,2025-09-17 00:30:05,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,17,Wednesday,2,3
VSTS,Vestis,6.0,5.5,target lowered by,Underweight,Underweight,2025-08-08 00:30:09,-2.0,-2.0,0.0,0.0,-0.5,-0.08333333333333333,2025,8,8,Friday,4,3
AMH,American Homes 4 Rent,38.0,38.0,upgraded by,Peer Perform,Outperform,2025-10-03 00:30:06,0.0,2.0,2.0,2.0,0.0,0.0,2025,10,3,Friday,4,4
AMWL,American Well,15.0,12.0,target lowered by,Overweight,Overweight,2025-08-08 00:30:09,2.0,2.0,0.0,0.0,-3.0,-0.2,2025,8,8,Friday,4,3
SPHR,Sphere Entertainment,50.0,68.0,target raised by,Buy,Buy,2025-09-18 00:30:06,2.0,2.0,0.0,0.0,18.0,0.36,2025,9,18,Thursday,3,3
ISRG,Intuitive Surgical,510.0,550.0,target raised by,Outperform,Outperform,2025-10-25 00:30:05,2.0,2.0,0.0,0.0,40.0,0.0784313725490196,2025,10,25,Saturday,5,4
SAP,SAP,322.0,348.0,target raised by,Overweight,Overweight,2025-10-25 00:30:05,2.0,2.0,0.0,0.0,26.0,0.08074534161490683,2025,10,25,Saturday,5,4
QRHC,Quest Resource,2.25,2.25,downgraded by,Outperform,Market Perform,2025-08-13 00:30:07,2.0,0.0,-2.0,2.0,0.0,0.0,2025,8,13,Wednesday,2,3
TECK,Teck Resources,42.0,42.0,upgraded by,Hold,Buy,2025-09-09 00:30:06,0.0,2.0,2.0,2.0,0.0,0.0,2025,9,9,Tuesday,1,3
PFE,Pfizer,28.0,30.0,target raised by,Neutral,Neutral,2025-10-06 00:30:12,0.0,0.0,0.0,0.0,2.0,0.07142857142857142,2025,10,6,Monday,0,4
VIK,Viking,61.0,62.0,target raised by,Equal Weight,Equal Weight,2025-10-06 00:30:13,0.0,0.0,0.0,0.0,1.0,0.01639344262295082,2025,10,6,Monday,0,4
ODD,ODDITY Tech,78.0,78.0,initiated by,Buy,Buy,2025-09-25 00:30:05,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,25,Thursday,3,3
BYD,Boyd Gaming,89.0,99.0,target raised by,Outperform,Outperform,2025-10-25 00:30:05,2.0,2.0,0.0,0.0,10.0,0.11235955056179775,2025,10,25,Saturday,5,4
AVXL,Anavex Life Sciences,46.0,46.0,reiterated by,Buy,Buy,2025-10-02 00:30:10,2.0,2.0,0.0,0.0,0.0,0.0,2025,10,2,Thursday,3,4
XYL,Xylem,165.0,165.0,initiated by,Overweight,Overweight,2025-09-22 00:30:13,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,22,Monday,0,3
ARDT,Ardent Health,17.0,17.0,initiated by,Buy,Buy,2025-09-11 00:30:14,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,11,Thursday,3,3
NMRK,Newmark Group,16.0,19.0,target raised by,Overweight,Overweight,2025-08-05 00:30:05,2.0,2.0,0.0,0.0,3.0,0.1875,2025,8,5,Tuesday,1,3
SXI,Standex International,175.0,205.0,reiterated by,Buy,Buy,2025-08-05 00:30:05,2.0,2.0,0.0,0.0,30.0,0.17142857142857143,2025,8,5,Tuesday,1,3
GIII,G-III Apparel Group,18.0,21.0,target raised by,Underweight,Underweight,2025-09-08 00:30:05,-2.0,-2.0,0.0,0.0,3.0,0.16666666666666666,2025,9,8,Monday,0,3
FUL,H. B. Fuller,70.0,62.0,target lowered by,Neutral,Neutral,2025-09-28 00:30:11,0.0,0.0,0.0,0.0,-8.0,-0.11428571428571428,2025,9,28,Sunday,6,3
LCII,LCI Industries,80.0,85.0,target raised by,Underperform,Underperform,2025-08-07 00:30:07,-3.0,-3.0,0.0,0.0,5.0,0.0625,2025,8,7,Thursday,3,3
FIGS,FIGS,5.0,5.0,reiterated by,Market Perform,Market Perform,2025-08-05 00:30:05,0.0,0.0,0.0,0.0,0.0,0.0,2025,8,5,Tuesday,1,3
MDCX,Medicus Pharma,27.0,27.0,reiterated by,Buy,Buy,2025-09-30 00:30:08,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,30,Tuesday,1,3
TTMI,TTM Technologies,56.0,65.0,target raised by,Buy,Buy,2025-09-24 00:30:08,2.0,2.0,0.0,0.0,9.0,0.16071428571428573,2025,9,24,Wednesday,2,3
ROK,Rockwell Automation,357.0,370.0,target set by,Overweight,Overweight,2025-08-15 00:30:06,2.0,2.0,0.0,0.0,13.0,0.036414565826330535,2025,8,15,Friday,4,3
SNA,Snap-On,350.0,350.0,reiterated by,Outperform,Outperform,2025-09-24 00:30:08,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,24,Wednesday,2,3
COCO,Vita Coco,41.0,47.0,target raised by,Buy,Buy,2025-10-03 00:30:06,2.0,2.0,0.0,0.0,6.0,0.14634146341463414,2025,10,3,Friday,4,4
OCGN,Ocugen,7.0,7.0,reiterated by,Buy,Buy,2025-09-22 00:30:13,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,22,Monday,0,3
VLRS,Controladora Vuela Compania de Aviacion,9.0,12.0,target raised by,Outperform,Outperform,2025-09-30 00:30:08,2.0,2.0,0.0,0.0,3.0,0.3333333333333333,2025,9,30,Tuesday,1,3
BKR,Baker Hughes,37.0,40.0,target raised by,Hold,Hold,2025-10-03 00:30:06,0.0,0.0,0.0,0.0,3.0,0.08108108108108109,2025,10,3,Friday,4,4
AHH,Armada Hoffler Properties,7.5,7.0,target lowered by,Underperform,Underperform,2025-08-26 00:30:05,-3.0,-3.0,0.0,0.0,-0.5,-0.06666666666666667,2025,8,26,Tuesday,1,3
MEC,Mayville Engineering,18.0,18.0,upgraded by,Market Perform,Outperform,2025-08-13 00:30:06,0.0,2.0,2.0,2.0,0.0,0.0,2025,8,13,Wednesday,2,3
FLL,Full House Resorts,4.0,4.0,reiterated by,Neutral,Neutral,2025-08-09 00:30:09,0.0,0.0,0.0,0.0,0.0,0.0,2025,8,9,Saturday,5,3
EA,Electronic Arts,185.0,210.0,downgraded by,Buy,Neutral,2025-10-03 00:30:06,2.0,0.0,-2.0,2.0,25.0,0.13513513513513514,2025,10,3,Friday,4,4
DH,Definitive Healthcare,5.0,6.0,target raised by,Buy,Buy,2025-08-09 00:30:09,2.0,2.0,0.0,0.0,1.0,0.2,2025,8,9,Saturday,5,3
DHR,Danaher,230.0,220.0,target lowered by,Buy,Buy,2025-09-23 00:30:07,2.0,2.0,0.0,0.0,-10.0,-0.043478260869565216,2025,9,23,Tuesday,1,3
OS,OneStream,35.0,25.0,target lowered by,Outperform,Outperform,2025-08-09 00:30:10,2.0,2.0,0.0,0.0,-10.0,-0.2857142857142857,2025,8,9,Saturday,5,3
MSAI,MultiSensor AI,2.5,2.5,reiterated by,Buy,Buy,2025-07-28 00:30:06,2.0,2.0,0.0,0.0,0.0,0.0,2025,7,28,Monday,0,3
TT,Trane Technologies,499.0,494.0,target lowered by,Buy,Buy,2025-09-18 00:30:06,2.0,2.0,0.0,0.0,-5.0,-0.01002004008016032,2025,9,18,Thursday,3,3
DKNG,DraftKings,53.0,43.0,target lowered by,Buy,Buy,2025-10-03 00:30:06,2.0,2.0,0.0,0.0,-10.0,-0.18867924528301888,2025,10,3,Friday,4,4
CQP,Cheniere Energy Partners,56.0,55.0,target lowered by,Underweight,Underweight,2025-08-15 00:30:05,-2.0,-2.0,0.0,0.0,-1.0,-0.017857142857142856,2025,8,15,Friday,4,3
MNOV,MediciNova,9.0,9.0,reiterated by,Buy,Buy,2025-08-28 00:30:08,2.0,2.0,0.0,0.0,0.0,0.0,2025,8,28,Thursday,3,3
ESTA,Establishment Labs,60.0,60.0,initiated by,Buy,Buy,2025-08-21 00:30:06,2.0,2.0,0.0,0.0,0.0,0.0,2025,8,21,Thursday,3,3
M,Macy's,12.0,16.0,target raised by,Equal Weight,Equal Weight,2025-09-19 00:30:05,0.0,0.0,0.0,0.0,4.0,0.3333333333333333,2025,9,19,Friday,4,3
FDX,FedEx,232.0,240.0,target raised by,Neutral,Neutral,2025-09-23 00:30:07,0.0,0.0,0.0,0.0,8.0,0.034482758620689655,2025,9,23,Tuesday,1,3
CCB,Coastal Financial,140.0,140.0,initiated by,Buy,Buy,2025-09-26 00:30:06,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,26,Friday,4,3
CFG,Citizens Financial Group,52.0,58.0,target raised by,Hold,Hold,2025-10-06 00:30:13,0.0,0.0,0.0,0.0,6.0,0.11538461538461539,2025,10,6,Monday,0,4
VANI,Vivani Medical,4.0,4.0,reiterated by,Buy,Buy,2025-09-03 00:30:05,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,3,Wednesday,2,3
MRUS,Merus,72.0,97.0,downgraded by,Buy,Neutral,2025-10-01 00:30:05,2.0,0.0,-2.0,2.0,25.0,0.3472222222222222,2025,10,1,Wednesday,2,4
GCMG,GCM Grosvenor,14.5,15.0,target raised by,Overweight,Overweight,2025-08-09 00:30:09,2.0,2.0,0.0,0.0,0.5,0.034482758620689655,2025,8,9,Saturday,5,3
AXSM,Axsome Therapeutics,179.0,179.0,initiated by,Buy,Buy,2025-10-02 00:30:09,2.0,2.0,0.0,0.0,0.0,0.0,2025,10,2,Thursday,3,4
OWL,Blue Owl Capital,18.0,18.0,initiated by,Outperform,Outperform,2025-10-06 00:30:13,2.0,2.0,0.0,0.0,0.0,0.0,2025,10,6,Monday,0,4
BELFB,Bel Fuse,140.0,175.0,target raised by,Outperform,Outperform,2025-09-17 00:30:05,2.0,2.0,0.0,0.0,35.0,0.25,2025,9,17,Wednesday,2,3
BBY,Best Buy,63.0,60.0,target lowered by,Underperform,Underperform,2025-08-31 00:30:05,-3.0,-3.0,0.0,0.0,-3.0,-0.047619047619047616,2025,8,31,Sunday,6,3
LNT,Alliant Energy,68.0,70.0,target raised by,Buy,Buy,2025-08-15 00:30:05,2.0,2.0,0.0,0.0,2.0,0.029411764705882353,2025,8,15,Friday,4,3
NVR,NVR,0.0,0.0,target raised by,Neutral,Neutral,2025-10-24 00:30:05,0.0,0.0,0.0,0.0,0.0,0.0,2025,10,24,Friday,4,4
SVCO,Silvaco Group,10.0,8.0,target lowered by,Buy,Buy,2025-08-09 00:30:10,2.0,2.0,0.0,0.0,-2.0,-0.2,2025,8,9,Saturday,5,3
EGP,EastGroup Properties,190.0,190.0,initiated by,Overweight,Overweight,2025-10-02 00:30:09,2.0,2.0,0.0,0.0,0.0,0.0,2025,10,2,Thursday,3,4
SIMO,Silicon Motion Technology,105.0,120.0,target raised by,Buy,Buy,2025-09-25 00:30:05,2.0,2.0,0.0,0.0,15.0,0.14285714285714285,2025,9,25,Thursday,3,3
BXP,BXP,90.0,90.0,initiated by,Overweight,Overweight,2025-10-02 00:30:09,2.0,2.0,0.0,0.0,0.0,0.0,2025,10,2,Thursday,3,4
PGNY,Progyny,23.0,25.0,target raised by,Neutral,Neutral,2025-08-27 00:30:05,0.0,0.0,0.0,0.0,2.0,0.08695652173913043,2025,8,27,Wednesday,2,3
PRIM,Primoris Services,135.0,158.0,target raised by,Buy,Buy,2025-10-02 00:30:09,2.0,2.0,0.0,0.0,23.0,0.17037037037037037,2025,10,2,Thursday,3,4
IOT,Samsara,50.0,50.0,target set by,In-Line,Outperform,2025-10-02 00:30:09,0.0,2.0,2.0,2.0,0.0,0.0,2025,10,2,Thursday,3,4
TLS,Telos,2.25,4.0,target set by,Neutral,Neutral,2025-08-13 00:30:07,0.0,0.0,0.0,0.0,1.75,0.7777777777777778,2025,8,13,Wednesday,2,3
ASAN,Asana,13.0,14.0,target raised by,Underweight,Underweight,2025-09-05 00:30:05,-2.0,-2.0,0.0,0.0,1.0,0.07692307692307693,2025,9,5,Friday,4,3
MEI,Methode Electronics,7.0,8.5,target raised by,Neutral,Neutral,2025-09-12 00:30:05,0.0,0.0,0.0,0.0,1.5,0.21428571428571427,2025,9,12,Friday,4,3
EXE,Expand Energy,141.0,137.0,target lowered by,Buy,Buy,2025-10-06 00:30:13,2.0,2.0,0.0,0.0,-4.0,-0.028368794326241134,2025,10,6,Monday,0,4
LQDT,Liquidity Services,40.0,40.0,reiterated by,Outperform,Outperform,2025-08-22 00:30:05,2.0,2.0,0.0,0.0,0.0,0.0,2025,8,22,Friday,4,3
GTY,Getty Realty,28.0,30.0,target raised by,Neutral,Neutral,2025-08-17 00:30:05,0.0,0.0,0.0,0.0,2.0,0.07142857142857142,2025,8,17,Sunday,6,3
BIPC,Brookfield Infrastructure,45.0,46.0,target raised by,Equal Weight,Equal Weight,2025-08-27 00:30:04,0.0,0.0,0.0,0.0,1.0,0.022222222222222223,2025,8,27,Wednesday,2,3
IMPP,Imperial Petroleum,5.5,6.0,target raised by,Buy,Buy,2025-09-11 00:30:14,2.0,2.0,0.0,0.0,0.5,0.09090909090909091,2025,9,11,Thursday,3,3
ENGN,enGene,19.0,18.0,target lowered by,Overweight,Overweight,2025-09-15 00:30:04,2.0,2.0,0.0,0.0,-1.0,-0.05263157894736842,2025,9,15,Monday,0,3
AKR,Acadia Realty Trust,20.0,23.0,upgraded by,Neutral,Buy,2025-09-15 00:30:04,0.0,2.0,2.0,2.0,3.0,0.15,2025,9,15,Monday,0,3
CALX,Calix,60.0,69.0,target raised by,Buy,Buy,2025-09-16 00:30:09,2.0,2.0,0.0,0.0,9.0,0.15,2025,9,16,Tuesday,1,3
ACHV,Achieve Life Sciences,12.0,12.0,initiated by,Buy,Buy,2025-08-22 00:30:05,2.0,2.0,0.0,0.0,0.0,0.0,2025,8,22,Friday,4,3
BROS,Dutch Bros,81.0,72.0,target lowered by,Neutral,Neutral,2025-10-01 00:30:06,0.0,0.0,0.0,0.0,-9.0,-0.1111111111111111,2025,10,1,Wednesday,2,4
SIRI,Sirius XM,22.0,23.0,target raised by,Neutral,Neutral,2025-08-05 00:30:05,0.0,0.0,0.0,0.0,1.0,0.045454545454545456,2025,8,5,Tuesday,1,3
EVH,Evolent Health,20.0,20.0,reiterated by,Buy,Buy,2025-10-01 00:30:06,2.0,2.0,0.0,0.0,0.0,0.0,2025,10,1,Wednesday,2,4
QRVO,Qorvo,75.0,88.0,target raised by,Hold,Hold,2025-07-31 00:30:09,0.0,0.0,0.0,0.0,13.0,0.17333333333333334,2025,7,31,Thursday,3,3
DTM,DT Midstream,115.0,128.0,target raised by,Buy,Buy,2025-10-06 00:30:13,2.0,2.0,0.0,0.0,13.0,0.11304347826086956,2025,10,6,Monday,0,4
ARE,Alexandria Real Estate Equities,82.0,82.0,downgraded by,Underperform,Underperform,2025-10-02 00:30:10,-3.0,-3.0,0.0,0.0,0.0,0.0,2025,10,2,Thursday,3,4
AVGO,Broadcom,400.0,420.0,reiterated by,Overweight,Overweight,2025-10-01 00:30:06,2.0,2.0,0.0,0.0,20.0,0.05,2025,10,1,Wednesday,2,4
KMB,Kimberly-Clark,149.0,145.0,target lowered by,Overweight,Overweight,2025-10-03 00:30:06,2.0,2.0,0.0,0.0,-4.0,-0.026845637583892617,2025,10,3,Friday,4,4
EAF,GrafTech International,1.0,1.5,target raised by,Market Perform,Market Perform,2025-07-30 00:30:12,0.0,0.0,0.0,0.0,0.5,0.5,2025,7,30,Wednesday,2,3
XOS,XOS,6.0,7.0,target raised by,Outperform,Outperform,2025-08-15 00:30:05,2.0,2.0,0.0,0.0,1.0,0.16666666666666666,2025,8,15,Friday,4,3
SNSE,Sensei Biotherapeutics,30.0,30.0,target raised by,Buy,Buy,2025-08-06 00:30:07,2.0,2.0,0.0,0.0,0.0,0.0,2025,8,6,Wednesday,2,3
IDYA,IDEAYA Biosciences,74.0,79.0,target raised by,Overweight,Overweight,2025-10-24 00:30:05,2.0,2.0,0.0,0.0,5.0,0.06756756756756757,2025,10,24,Friday,4,4
LSPD,Lightspeed Commerce,15.0,13.0,target lowered by,Sector Perform,Sector Perform,2025-10-24 00:30:05,,,,,-2.0,-0.13333333333333333,2025,10,24,Friday,4,4
THO,Thor Industries,78.0,102.0,target raised by,Neutral,Neutral,2025-10-01 00:30:06,0.0,0.0,0.0,0.0,24.0,0.3076923076923077,2025,10,1,Wednesday,2,4
ADT,ADT,9.0,10.0,target raised by,Buy,Buy,2025-08-27 00:30:05,2.0,2.0,0.0,0.0,1.0,0.1111111111111111,2025,8,27,Wednesday,2,3
MCK,McKesson,821.0,853.0,target raised by,Overweight,Overweight,2025-09-28 00:30:11,2.0,2.0,0.0,0.0,32.0,0.0389768574908648,2025,9,28,Sunday,6,3
VNT,Vontier,50.0,50.0,initiated by,Overweight,Overweight,2025-08-22 00:30:05,2.0,2.0,0.0,0.0,0.0,0.0,2025,8,22,Friday,4,3
BVN,Buenaventura Mining,19.5,27.0,target raised by,Sector Perform,Sector Perform,2025-10-24 00:30:05,,,,,7.5,0.38461538461538464,2025,10,24,Friday,4,4
PAG,Penske Automotive Group,200.0,206.0,target raised by,Buy,Buy,2025-09-26 00:30:05,2.0,2.0,0.0,0.0,6.0,0.03,2025,9,26,Friday,4,3
ASO,Academy Sports and Outdoors,51.0,51.0,initiated by,Equal Weight,Equal Weight,2025-10-01 00:30:06,0.0,0.0,0.0,0.0,0.0,0.0,2025,10,1,Wednesday,2,4
KE,Kimball Electronics,21.0,28.0,reiterated by,Buy,Buy,2025-08-17 00:30:04,2.0,2.0,0.0,0.0,7.0,0.3333333333333333,2025,8,17,Sunday,6,3
MTRX,Matrix Service,18.0,17.0,target lowered by,Buy,Buy,2025-09-12 00:30:05,2.0,2.0,0.0,0.0,-1.0,-0.05555555555555555,2025,9,12,Friday,4,3
AGRO,Adecoagro,9.9,8.5,target lowered by,Neutral,Neutral,2025-09-04 00:30:06,0.0,0.0,0.0,0.0,-1.4000000000000004,-0.14141414141414144,2025,9,4,Thursday,3,3
NESR,National Energy Services Reunited,16.0,16.0,initiated by,Buy,Buy,2025-09-10 00:30:05,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,10,Wednesday,2,3
MOD,Modine Manufacturing,185.0,185.0,reiterated by,Buy,Buy,2025-09-30 00:30:08,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,30,Tuesday,1,3
NRIM,Northrim BanCorp,28.0,33.0,target raised by,Outperform,Outperform,2025-10-25 00:30:05,2.0,2.0,0.0,0.0,5.0,0.17857142857142858,2025,10,25,Saturday,5,4
BCYC,Bicycle Therapeutics,22.0,10.0,target lowered by,Market Outperform,Market Outperform,2025-08-13 00:30:07,2.0,2.0,0.0,0.0,-12.0,-0.5454545454545454,2025,8,13,Wednesday,2,3
