ticker,company,target_from,target_to,action,rating_from,rating_to,time,rating_from_score,rating_to_score,rating_delta,rating_magnitude,target_delta,target_growth,year,month,day,weekday,weekday_num,quarter
FRT,Federal Realty Investment Trust,106.0,107.0,downgraded by,Outperform,In-Line,2025-09-16 00:30:09,2.0,0.0,-2.0,2.0,1.0,0.009433962264150943,2025,9,16,Tuesday,1,3
USEG,U.S. Energy,3.5,3.5,reiterated by,Buy,Buy,2025-08-14 00:30:07,2.0,2.0,0.0,0.0,0.0,0.0,2025,8,14,Thursday,3,3
PGEN,Precigen,6.0,8.0,target raised by,Market Outperform,Market Outperform,2025-08-20 00:30:07,2.0,2.0,0.0,0.0,2.0,0.3333333333333333,2025,8,20,Wednesday,2,3
CBSH,Commerce Bancshares,69.0,65.0,target lowered by,Equal Weight,Equal Weight,2025-09-30 00:30:08,0.0,0.0,0.0,0.0,-4.0,-0.057971014492753624,2025,9,30,Tuesday,1,3
KNX,Knight-Swift Transportation,43.0,42.0,target lowered by,Neutral,Neutral,2025-10-24 00:30:05,0.0,0.0,0.0,0.0,-1.0,-0.023255813953488372,2025,10,24,Friday,4,4
SMTI,Sanara MedTech,53.0,54.0,reiterated by,Buy,Buy,2025-08-19 00:30:05,2.0,2.0,0.0,0.0,1.0,0.018867924528301886,2025,8,19,Tuesday,1,3
PK,Park Hotels & Resorts,12.0,12.0,initiated by,Neutral,Neutral,2025-10-02 00:30:09,0.0,0.0,0.0,0.0,0.0,0.0,2025,10,2,Thursday,3,4
NPCE,NeuroPace,17.0,15.0,target lowered by,Overweight,Overweight,2025-08-14 00:30:06,2.0,2.0,0.0,0.0,-2.0,-0.11764705882352941,2025,8,14,Thursday,3,3
NDSN,Nordson,260.0,275.0,target raised by,Outperform,Outperform,2025-08-26 00:30:04,2.0,2.0,0.0,0.0,15.0,0.057692307692307696,2025,8,26,Tuesday,1,3
TAP,Molson Coors Beverage,67.0,57.0,target lowered by,Buy,Buy,2025-10-03 00:30:06,2.0,2.0,0.0,0.0,-10.0,-0.14925373134328357,2025,10,3,Friday,4,4
VLO,Valero Energy,162.0,165.0,target raised by,Hold,Hold,2025-10-25 00:30:05,0.0,0.0,0.0,0.0,3.0,0.018518518518518517,2025,10,25,Saturday,5,4
CRVO,CervoMed,11.0,11.0,reiterated by,Neutral,Neutral,2025-09-09 00:30:06,0.0,0.0,0.0,0.0,0.0,0.0,2025,9,9,Tuesday,1,3
MMC,Marsh & McLennan Companies,225.0,220.0,target lowered by,Equal Weight,Equal Weight,2025-08-19 00:30:05,0.0,0.0,0.0,0.0,-5.0,-0.022222222222222223,2025,8,19,Tuesday,1,3
VSEC,VSE,185.0,198.0,target raised by,Buy,Buy,2025-10-24 00:30:05,2.0,2.0,0.0,0.0,13.0,0.07027027027027027,2025,10,24,Friday,4,4
SLB,Schlumberger,45.0,44.0,target lowered by,Buy,Buy,2025-08-21 00:30:06,2.0,2.0,0.0,0.0,-1.0,-0.022222222222222223,2025,8,21,Thursday,3,3
EQT,EQT,68.0,66.0,target lowered by,Overweight,Overweight,2025-10-24 00:30:05,2.0,2.0,0.0,0.0,-2.0,-0.029411764705882353,2025,10,24,Friday,4,4
SFD,Smithfield Foods,25.0,28.5,reiterated by,Buy,Buy,2025-08-14 00:30:06,2.0,2.0,0.0,0.0,3.5,0.14,2025,8,14,Thursday,3,3
BLMN,Bloomin' Brands,8.0,6.5,target lowered by,Sell,Sell,2025-08-08 00:30:09,-2.0,-2.0,0.0,0.0,-1.5,-0.1875,2025,8,8,Friday,4,3
METC,Ramaco Resources,27.0,45.0,target raised by,Buy,Buy,2025-09-19 00:30:05,2.0,2.0,0.0,0.0,18.0,0.6666666666666666,2025,9,19,Friday,4,3
CHA,Chagee,19.0,19.0,initiated by,Neutral,Neutral,2025-09-08 00:30:06,0.0,0.0,0.0,0.0,0.0,0.0,2025,9,8,Monday,0,3
OSK,Oshkosh,150.0,160.0,target raised by,Buy,Buy,2025-09-24 00:30:08,2.0,2.0,0.0,0.0,10.0,0.06666666666666667,2025,9,24,Wednesday,2,3
KPLT,Katapult,9.0,10.0,target set by,Equal Weight,Equal Weight,2025-08-15 00:30:06,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,2025,8,15,Friday,4,3
AIV,Apartment Investment and Management,10.0,10.0,upgraded by,Peer Perform,Outperform,2025-08-05 00:30:06,0.0,2.0,2.0,2.0,0.0,0.0,2025,8,5,Tuesday,1,3
NVAX,Novavax,10.0,11.0,target raised by,Buy,Buy,2025-10-24 00:30:05,2.0,2.0,0.0,0.0,1.0,0.1,2025,10,24,Friday,4,4
BZH,Beazer Homes USA,33.0,30.0,target lowered by,Outperform,Outperform,2025-08-05 00:30:05,2.0,2.0,0.0,0.0,-3.0,-0.09090909090909091,2025,8,5,Tuesday,1,3
PECO,"Phillips Edison & Company, Inc.",40.0,40.0,initiated by,Buy,Buy,2025-09-10 00:30:05,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,10,Wednesday,2,3
APTV,Aptiv,79.0,100.0,target raised by,Outperform,Outperform,2025-10-02 00:30:09,2.0,2.0,0.0,0.0,21.0,0.26582278481012656,2025,10,2,Thursday,3,4
ABG,Asbury Automotive Group,335.0,300.0,target lowered by,Buy,Buy,2025-09-11 00:30:14,2.0,2.0,0.0,0.0,-35.0,-0.1044776119402985,2025,9,11,Thursday,3,3
SSYS,Stratasys,15.0,13.0,target lowered by,Buy,Buy,2025-08-14 00:30:07,2.0,2.0,0.0,0.0,-2.0,-0.13333333333333333,2025,8,14,Thursday,3,3
BKU,BankUnited,45.0,42.0,target lowered by,Overweight,Overweight,2025-10-24 00:30:05,2.0,2.0,0.0,0.0,-3.0,-0.06666666666666667,2025,10,24,Friday,4,4
TLN,Talen Energy,418.0,418.0,initiated by,Sector Perform,Sector Perform,2025-09-23 00:30:07,,,,,0.0,0.0,2025,9,23,Tuesday,1,3
OFIX,Orthofix Medical,17.0,17.0,reiterated by,Outperform,Outperform,2025-09-24 00:30:08,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,24,Wednesday,2,3
OABI,OmniAb,4.0,3.0,target lowered by,Outperform,Outperform,2025-08-08 00:30:09,2.0,2.0,0.0,0.0,-1.0,-0.25,2025,8,8,Friday,4,3
BKD,Brookdale Senior Living,7.5,8.0,target set by,Equal Weight,Equal Weight,2025-08-08 00:30:09,0.0,0.0,0.0,0.0,0.5,0.06666666666666667,2025,8,8,Friday,4,3
FOUR,Shift4 Payments,92.0,86.0,target lowered by,Equal Weight,Equal Weight,2025-10-06 00:30:13,0.0,0.0,0.0,0.0,-6.0,-0.06521739130434782,2025,10,6,Monday,0,4
PLMR,Palomar,168.0,134.0,target lowered by,In-Line,In-Line,2025-10-02 00:30:09,0.0,0.0,0.0,0.0,-34.0,-0.20238095238095238,2025,10,2,Thursday,3,4
GMAB,Genmab A/S,36.0,40.0,target raised by,Buy,Buy,2025-10-03 00:30:06,2.0,2.0,0.0,0.0,4.0,0.1111111111111111,2025,10,3,Friday,4,4
TXRH,Texas Roadhouse,200.0,180.0,target lowered by,Neutral,Neutral,2025-10-02 00:30:09,0.0,0.0,0.0,0.0,-20.0,-0.1,2025,10,2,Thursday,3,4
ADUS,Addus HomeCare,140.0,140.0,reiterated by,Overweight,Overweight,2025-09-04 00:30:07,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,4,Thursday,3,3
EVEX,EVE,7.0,6.75,target lowered by,Buy,Buy,2025-08-21 00:30:06,2.0,2.0,0.0,0.0,-0.25,-0.03571428571428571,2025,8,21,Thursday,3,3
MLNK,MeridianLink,16.0,20.0,target raised by,Underweight,Underweight,2025-08-13 00:30:07,-2.0,-2.0,0.0,0.0,4.0,0.25,2025,8,13,Wednesday,2,3
CZNC,Citizens & Northern,21.0,22.0,target raised by,Neutral,Neutral,2025-10-25 00:30:05,0.0,0.0,0.0,0.0,1.0,0.047619047619047616,2025,10,25,Saturday,5,4
CXDO,Crexendo,8.0,8.5,target raised by,Buy,Buy,2025-08-07 00:30:08,2.0,2.0,0.0,0.0,0.5,0.0625,2025,8,7,Thursday,3,3
AQST,Aquestive Therapeutics,7.0,8.0,target raised by,Outperform,Outperform,2025-09-09 00:30:06,2.0,2.0,0.0,0.0,1.0,0.14285714285714285,2025,9,9,Tuesday,1,3
ATOS,Atossa Genetics,7.5,7.75,target raised by,Buy,Buy,2025-09-23 00:30:08,2.0,2.0,0.0,0.0,0.25,0.03333333333333333,2025,9,23,Tuesday,1,3
HCKT,The Hackett Group,27.0,27.0,reiterated by,Outperform,Outperform,2025-09-05 00:30:05,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,5,Friday,4,3
AM,Antero Midstream,15.5,17.5,target raised by,Neutral,Neutral,2025-08-19 00:30:05,0.0,0.0,0.0,0.0,2.0,0.12903225806451613,2025,8,19,Tuesday,1,3
SSNC,SS&C Technologies,88.0,92.0,target raised by,Equal Weight,Equal Weight,2025-10-25 00:30:05,0.0,0.0,0.0,0.0,4.0,0.045454545454545456,2025,10,25,Saturday,5,4
AVPT,AvePoint,25.0,25.0,initiated by,Buy,Buy,2025-08-27 00:30:05,2.0,2.0,0.0,0.0,0.0,0.0,2025,8,27,Wednesday,2,3
IDXX,IDEXX Laboratories,720.0,720.0,initiated by,Neutral,Neutral,2025-10-02 00:30:09,0.0,0.0,0.0,0.0,0.0,0.0,2025,10,2,Thursday,3,4
BALL,Ball,68.0,61.0,target lowered by,Outperform,Outperform,2025-10-06 00:30:13,2.0,2.0,0.0,0.0,-7.0,-0.10294117647058823,2025,10,6,Monday,0,4
POST,Post,117.0,115.0,target lowered by,Equal Weight,Equal Weight,2025-09-26 00:30:05,0.0,0.0,0.0,0.0,-2.0,-0.017094017094017096,2025,9,26,Friday,4,3
ARQT,Arcutis Biotherapeutics,20.0,22.0,target raised by,Buy,Buy,2025-08-08 00:30:09,2.0,2.0,0.0,0.0,2.0,0.1,2025,8,8,Friday,4,3
ARVN,Arvinas,10.0,10.0,downgraded by,Buy,Neutral,2025-09-25 00:30:05,2.0,0.0,-2.0,2.0,0.0,0.0,2025,9,25,Thursday,3,3
RMD,ResMed,330.0,330.0,initiated by,Buy,Buy,2025-09-19 00:30:05,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,19,Friday,4,3
DUK,Duke Energy,128.0,137.0,target set by,Sector Perform,Sector Outperform,2025-10-06 00:30:12,,2.0,,,9.0,0.0703125,2025,10,6,Monday,0,4
BIO,Bio-Rad Laboratories,245.0,265.0,target raised by,Equal Weight,Equal Weight,2025-08-03 00:30:08,0.0,0.0,0.0,0.0,20.0,0.08163265306122448,2025,8,3,Sunday,6,3
CTRN,Citi Trends,40.0,43.0,target raised by,Buy,Buy,2025-08-28 00:30:07,2.0,2.0,0.0,0.0,3.0,0.075,2025,8,28,Thursday,3,3
PNW,Pinnacle West Capital,98.0,95.0,target lowered by,Buy,Buy,2025-10-01 00:30:06,2.0,2.0,0.0,0.0,-3.0,-0.030612244897959183,2025,10,1,Wednesday,2,4
GE,GE Aerospace,320.0,350.0,target raised by,Buy,Buy,2025-09-23 00:30:08,2.0,2.0,0.0,0.0,30.0,0.09375,2025,9,23,Tuesday,1,3
CL,Colgate-Palmolive,84.0,84.0,initiated by,Neutral,Neutral,2025-10-06 00:30:12,0.0,0.0,0.0,0.0,0.0,0.0,2025,10,6,Monday,0,4
CTOR,Citius Oncology,6.0,6.0,upgraded by,Hold,Buy,2025-09-24 00:30:07,0.0,2.0,2.0,2.0,0.0,0.0,2025,9,24,Wednesday,2,3
PLAY,Dave & Buster's Entertainment,27.0,22.0,target lowered by,Hold,Hold,2025-09-17 00:30:05,0.0,0.0,0.0,0.0,-5.0,-0.18518518518518517,2025,9,17,Wednesday,2,3
CYH,Community Health Systems,3.5,2.5,target lowered by,Underweight,Underweight,2025-08-15 00:30:05,-2.0,-2.0,0.0,0.0,-1.0,-0.2857142857142857,2025,8,15,Friday,4,3
NXRT,NexPoint Residential Trust,38.0,34.0,target lowered by,Hold,Hold,2025-08-13 00:30:07,0.0,0.0,0.0,0.0,-4.0,-0.10526315789473684,2025,8,13,Wednesday,2,3
WMS,Advanced Drainage Systems,159.0,159.0,initiated by,Outperform,Outperform,2025-08-12 00:30:05,2.0,2.0,0.0,0.0,0.0,0.0,2025,8,12,Tuesday,1,3
SITE,SiteOne Landscape Supply,150.0,160.0,upgraded by,Hold,Buy,2025-09-22 00:30:13,0.0,2.0,2.0,2.0,10.0,0.06666666666666667,2025,9,22,Monday,0,3
COST,Costco Wholesale,0.0,947.0,target lowered by,Neutral,Neutral,2025-10-01 00:30:06,0.0,0.0,0.0,0.0,947.0,127.17236544062129,2025,10,1,Wednesday,2,4
VTVT,vTv Therapeutics,36.0,36.0,reiterated by,Buy,Buy,2025-08-14 00:30:07,2.0,2.0,0.0,0.0,0.0,0.0,2025,8,14,Thursday,3,3
TIGO,Millicom International Cellular,39.5,49.0,downgraded by,Buy,Neutral,2025-09-12 00:30:05,2.0,0.0,-2.0,2.0,9.5,0.24050632911392406,2025,9,12,Friday,4,3
BTMD,biote,8.0,4.0,reiterated by,Buy,Neutral,2025-08-08 00:30:09,2.0,0.0,-2.0,2.0,-4.0,-0.5,2025,8,8,Friday,4,3
TDOC,Teladoc Health,10.0,10.0,initiated by,Neutral,Neutral,2025-07-28 00:30:06,0.0,0.0,0.0,0.0,0.0,0.0,2025,7,28,Monday,0,3
B,Barrick Mining,32.0,36.0,target raised by,Outperform,Outperform,2025-09-23 00:30:07,2.0,2.0,0.0,0.0,4.0,0.125,2025,9,23,Tuesday,1,3
QIPT,Quipt Home Medical,1.7,2.3,target raised by,Hold,Hold,2025-08-20 00:30:07,0.0,0.0,0.0,0.0,0.5999999999999999,0.35294117647058815,2025,8,20,Wednesday,2,3
AMRX,AMNEAL PHARMACEUTICALS,12.0,14.0,target raised by,Overweight,Overweight,2025-09-17 00:30:05,2.0,2.0,0.0,0.0,2.0,0.16666666666666666,2025,9,17,Wednesday,2,3
ARMK,Aramark,46.0,45.0,target lowered by,Buy,Buy,2025-10-02 00:30:09,2.0,2.0,0.0,0.0,-1.0,-0.021739130434782608,2025,10,2,Thursday,3,4
IAC,IAC,44.0,39.0,target lowered by,Neutral,Neutral,2025-08-07 00:30:08,0.0,0.0,0.0,0.0,-5.0,-0.11363636363636363,2025,8,7,Thursday,3,3
PSA,Public Storage,312.0,317.0,target raised by,Cautious,Cautious,2025-10-06 00:30:12,0.0,0.0,0.0,0.0,5.0,0.016025641025641024,2025,10,6,Monday,0,4
WGS,GeneDx,120.0,140.0,target raised by,Overweight,Overweight,2025-09-12 00:30:05,2.0,2.0,0.0,0.0,20.0,0.16666666666666666,2025,9,12,Friday,4,3
GT,Goodyear Tire & Rubber,10.0,10.0,initiated by,Neutral,Neutral,2025-09-09 00:30:06,0.0,0.0,0.0,0.0,0.0,0.0,2025,9,9,Tuesday,1,3
T,AT&T,30.0,28.0,target lowered by,Equal Weight,Equal Weight,2025-10-24 00:30:05,0.0,0.0,0.0,0.0,-2.0,-0.06666666666666667,2025,10,24,Friday,4,4
ZIM,ZIM Integrated Shipping Services,9.8,10.0,target raised by,Underweight,Underweight,2025-10-01 00:30:06,-2.0,-2.0,0.0,0.0,0.1999999999999993,0.020408163265306048,2025,10,1,Wednesday,2,4
ATUS,Altice USA,2.0,2.0,initiated by,Sell,Sell,2025-09-03 00:30:05,-2.0,-2.0,0.0,0.0,0.0,0.0,2025,9,3,Wednesday,2,3
PRDO,Perdoceo Education,40.0,42.0,target raised by,Outperform,Outperform,2025-09-24 00:30:07,2.0,2.0,0.0,0.0,2.0,0.05,2025,9,24,Wednesday,2,3
ARMN,Aris Mining,16.5,17.0,target raised by,Buy,Buy,2025-09-05 00:30:05,2.0,2.0,0.0,0.0,0.5,0.030303030303030304,2025,9,5,Friday,4,3
IDN,Intellicheck,6.0,6.0,reiterated by,Buy,Buy,2025-08-14 00:30:06,2.0,2.0,0.0,0.0,0.0,0.0,2025,8,14,Thursday,3,3
SF,Stifel Financial,125.0,133.0,target raised by,Neutral,Neutral,2025-10-24 00:30:05,0.0,0.0,0.0,0.0,8.0,0.064,2025,10,24,Friday,4,4
LNC,Lincoln National,38.0,41.0,target raised by,Equal Weight,Equal Weight,2025-08-19 00:30:05,0.0,0.0,0.0,0.0,3.0,0.07894736842105263,2025,8,19,Tuesday,1,3
CSL,Carlisle Companies,380.0,350.0,target lowered by,Hold,Hold,2025-09-23 00:30:07,0.0,0.0,0.0,0.0,-30.0,-0.07894736842105263,2025,9,23,Tuesday,1,3
NI,NiSource,46.0,47.0,target raised by,Outperform,Outperform,2025-09-30 00:30:08,2.0,2.0,0.0,0.0,1.0,0.021739130434782608,2025,9,30,Tuesday,1,3
ACRE,Ares Commercial Real Estate,4.8,4.25,target lowered by,Market Perform,Market Perform,2025-08-07 00:30:07,0.0,0.0,0.0,0.0,-0.5499999999999998,-0.1145833333333333,2025,8,7,Thursday,3,3
JAMF,Jamf,14.0,10.0,target lowered by,Equal Weight,Equal Weight,2025-09-03 00:30:05,0.0,0.0,0.0,0.0,-4.0,-0.2857142857142857,2025,9,3,Wednesday,2,3
PAGS,PagSeguro Digital,10.0,13.0,upgraded by,Neutral,Buy,2025-09-22 00:30:13,0.0,2.0,2.0,2.0,3.0,0.3,2025,9,22,Monday,0,3
CX,Cemex,8.6,10.0,target raised by,Neutral,Neutral,2025-09-04 00:30:06,0.0,0.0,0.0,0.0,1.4000000000000004,0.16279069767441864,2025,9,4,Thursday,3,3
PRAA,PRA Group,23.0,24.0,target raised by,Market Outperform,Market Outperform,2025-08-06 00:30:07,2.0,2.0,0.0,0.0,1.0,0.043478260869565216,2025,8,6,Wednesday,2,3
LEU,Centrus Energy,300.0,300.0,reiterated by,Buy,Buy,2025-08-27 00:30:05,2.0,2.0,0.0,0.0,0.0,0.0,2025,8,27,Wednesday,2,3
ASM,Avino Silver & Gold Mines,5.0,5.0,target set by,Neutral,Neutral,2025-10-06 00:30:12,0.0,0.0,0.0,0.0,0.0,0.0,2025,10,6,Monday,0,4
ALMU,Aeluma,25.0,25.0,reiterated by,Buy,Buy,2025-09-25 00:30:05,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,25,Thursday,3,3
OXY,Occidental Petroleum,40.0,38.0,target lowered by,Underperform,Underperform,2025-10-06 00:30:13,-3.0,-3.0,0.0,0.0,-2.0,-0.05,2025,10,6,Monday,0,4
SCHW,Charles Schwab,110.0,110.0,initiated by,Outperform,Outperform,2025-10-06 00:30:12,2.0,2.0,0.0,0.0,0.0,0.0,2025,10,6,Monday,0,4
LGIH,LGI Homes,95.0,95.0,reiterated by,Neutral,Neutral,2025-09-08 00:30:05,0.0,0.0,0.0,0.0,0.0,0.0,2025,9,8,Monday,0,3
SST,System1,5.0,10.0,target raised by,Buy,Buy,2025-08-09 00:30:10,2.0,2.0,0.0,0.0,5.0,1.0,2025,8,9,Saturday,5,3
AKAM,Akamai Technologies,67.0,67.0,initiated by,Sell,Sell,2025-08-14 00:30:07,-2.0,-2.0,0.0,0.0,0.0,0.0,2025,8,14,Thursday,3,3
POWI,Power Integrations,55.0,55.0,reiterated by,Buy,Buy,2025-09-24 00:30:08,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,24,Wednesday,2,3
KIM,Kimco Realty,27.0,27.0,initiated by,Buy,Buy,2025-09-10 00:30:05,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,10,Wednesday,2,3
HPQ,HP,29.0,29.0,reiterated by,Outperform,In-Line,2025-09-11 00:30:14,2.0,0.0,-2.0,2.0,0.0,0.0,2025,9,11,Thursday,3,3
CP,Canadian Pacific Kansas City,91.0,90.0,target set by,Overweight,Overweight,2025-10-03 00:30:06,2.0,2.0,0.0,0.0,-1.0,-0.01098901098901099,2025,10,3,Friday,4,4
UVSP,Univest Corporation of Pennsylvania,33.0,34.0,target raised by,Market Perform,Market Perform,2025-10-25 00:30:05,0.0,0.0,0.0,0.0,1.0,0.030303030303030304,2025,10,25,Saturday,5,4
JBSS,John B. Sanfilippo & Son,109.0,109.0,initiated by,Buy,Buy,2025-09-23 00:30:07,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,23,Tuesday,1,3
DOMO,Domo,20.0,20.0,reiterated by,Market Outperform,Market Outperform,2025-09-11 00:30:14,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,11,Thursday,3,3
BG,Bunge Global,95.0,95.0,initiated by,Overweight,Overweight,2025-08-21 00:30:06,2.0,2.0,0.0,0.0,0.0,0.0,2025,8,21,Thursday,3,3
RBOT,Vicarious Surgical,8.5,7.0,target lowered by,Neutral,Neutral,2025-08-14 00:30:07,0.0,0.0,0.0,0.0,-1.5,-0.17647058823529413,2025,8,14,Thursday,3,3
WPC,W.P. Carey,66.0,70.0,target raised by,In-Line,In-Line,2025-09-16 00:30:10,0.0,0.0,0.0,0.0,4.0,0.06060606060606061,2025,9,16,Tuesday,1,3
DEI,Douglas Emmett,16.0,16.0,initiated by,Neutral,Neutral,2025-10-02 00:30:09,0.0,0.0,0.0,0.0,0.0,0.0,2025,10,2,Thursday,3,4
MSI,Motorola Solutions,495.0,495.0,target set by,Neutral,Neutral,2025-09-24 00:30:07,0.0,0.0,0.0,0.0,0.0,0.0,2025,9,24,Wednesday,2,3
OFG,OFG Bancorp,50.0,48.0,target lowered by,Buy,Buy,2025-10-24 00:30:05,2.0,2.0,0.0,0.0,-2.0,-0.04,2025,10,24,Friday,4,4
XPRO,Expro Group,10.0,11.0,target raised by,Neutral,Neutral,2025-08-15 00:30:06,0.0,0.0,0.0,0.0,1.0,0.1,2025,8,15,Friday,4,3
GBIO,Generation Bio,9.0,10.0,target raised by,Buy,Buy,2025-08-19 00:30:04,2.0,2.0,0.0,0.0,1.0,0.1111111111111111,2025,8,19,Tuesday,1,3
INVE,Identiv,5.0,5.0,reiterated by,Buy,Buy,2025-08-09 00:30:09,2.0,2.0,0.0,0.0,0.0,0.0,2025,8,9,Saturday,5,3
UGP,Ultrapar Participacoes,4.0,4.5,target raised by,Buy,Buy,2025-09-28 00:30:11,2.0,2.0,0.0,0.0,0.5,0.125,2025,9,28,Sunday,6,3
LEN,Lennar,122.0,126.0,target raised by,Neutral,Neutral,2025-09-24 00:30:08,0.0,0.0,0.0,0.0,4.0,0.03278688524590164,2025,9,24,Wednesday,2,3
APEI,American Public Education,38.0,46.0,target raised by,Outperform,Outperform,2025-09-26 00:30:06,2.0,2.0,0.0,0.0,8.0,0.21052631578947367,2025,9,26,Friday,4,3
NUVB,Nuvation Bio,10.0,10.0,initiated by,Buy,Buy,2025-10-01 00:30:05,2.0,2.0,0.0,0.0,0.0,0.0,2025,10,1,Wednesday,2,4
KSPI,Joint Stock Company Kaspi.kz,96.0,96.0,reiterated by,Overweight,Neutral,2025-08-21 00:30:06,2.0,0.0,-2.0,2.0,0.0,0.0,2025,8,21,Thursday,3,3
QTRX,Quanterix,12.0,5.0,reiterated by,Buy,Hold,2025-08-12 00:30:05,2.0,0.0,-2.0,2.0,-7.0,-0.5833333333333334,2025,8,12,Tuesday,1,3
SLNG,Stabilis Solutions,12.0,10.0,target lowered by,Buy,Buy,2025-08-12 00:30:05,2.0,2.0,0.0,0.0,-2.0,-0.16666666666666666,2025,8,12,Tuesday,1,3
VRME,VerifyMe,1.25,1.5,target raised by,Outperform,Outperform,2025-08-15 00:30:05,2.0,2.0,0.0,0.0,0.25,0.2,2025,8,15,Friday,4,3
LYB,LyondellBasell Industries,62.0,54.0,target lowered by,Neutral,Neutral,2025-10-06 00:30:13,0.0,0.0,0.0,0.0,-8.0,-0.12903225806451613,2025,10,6,Monday,0,4
XOM,Exxon Mobil,124.0,123.0,target lowered by,Neutral,Neutral,2025-09-16 00:30:10,0.0,0.0,0.0,0.0,-1.0,-0.008064516129032258,2025,9,16,Tuesday,1,3
KRYS,Krystal Biotech,240.0,240.0,reiterated by,Buy,Buy,2025-09-16 00:30:09,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,16,Tuesday,1,3
EVRG,Evergy,74.0,77.0,target raised by,Outperform,Outperform,2025-08-09 00:30:09,2.0,2.0,0.0,0.0,3.0,0.04054054054054054,2025,8,9,Saturday,5,3
ASPI,ASP Isotopes,11.0,11.0,reiterated by,Buy,Buy,2025-09-18 00:30:06,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,18,Thursday,3,3
RIVN,Rivian Automotive,21.0,21.0,reiterated by,Buy,Buy,2025-10-06 00:30:12,2.0,2.0,0.0,0.0,0.0,0.0,2025,10,6,Monday,0,4
NOC,Northrop Grumman,500.0,580.0,target raised by,Equal Weight,Equal Weight,2025-07-30 00:30:13,0.0,0.0,0.0,0.0,80.0,0.16,2025,7,30,Wednesday,2,3
CLH,Clean Harbors,253.0,253.0,initiated by,Equal Weight,Equal Weight,2025-09-22 00:30:13,0.0,0.0,0.0,0.0,0.0,0.0,2025,9,22,Monday,0,3
BN,Brookfield,73.0,83.0,target raised by,Overweight,Overweight,2025-10-06 00:30:13,2.0,2.0,0.0,0.0,10.0,0.136986301369863,2025,10,6,Monday,0,4
GPRE,Green Plains,14.0,14.0,upgraded by,Market Perform,Outperform,2025-08-29 00:30:05,0.0,2.0,2.0,2.0,0.0,0.0,2025,8,29,Friday,4,3
DAWN,Day One Biopharmaceuticals,18.0,16.0,target lowered by,Buy,Buy,2025-08-07 00:30:07,2.0,2.0,0.0,0.0,-2.0,-0.1111111111111111,2025,8,7,Thursday,3,3
MX,Magnachip Semiconductor,6.0,5.5,target lowered by,Buy,Buy,2025-08-03 00:30:08,2.0,2.0,0.0,0.0,-0.5,-0.08333333333333333,2025,8,3,Sunday,6,3
CHEF,Chefs' Warehouse,66.0,66.0,initiated by,Overweight,Neutral,2025-08-28 00:30:08,2.0,0.0,-2.0,2.0,0.0,0.0,2025,8,28,Thursday,3,3
TSM,Taiwan Semiconductor Manufacturing,275.0,325.0,target raised by,Overweight,Overweight,2025-09-17 00:30:05,2.0,2.0,0.0,0.0,50.0,0.18181818181818182,2025,9,17,Wednesday,2,3
NRSN,NeuroSense Therapeutics,14.0,14.0,reiterated by,Buy,Buy,2025-08-17 00:30:05,2.0,2.0,0.0,0.0,0.0,0.0,2025,8,17,Sunday,6,3
RL,Ralph Lauren,365.0,385.0,target raised by,Buy,Buy,2025-10-24 00:30:05,2.0,2.0,0.0,0.0,20.0,0.0547945205479452,2025,10,24,Friday,4,4
AA,Alcoa,34.0,35.0,target raised by,Neutral,Neutral,2025-10-24 00:30:05,0.0,0.0,0.0,0.0,1.0,0.029411764705882353,2025,10,24,Friday,4,4
CHPT,ChargePoint,13.0,12.0,target set by,Neutral,Neutral,2025-09-22 00:30:13,0.0,0.0,0.0,0.0,-1.0,-0.07692307692307693,2025,9,22,Monday,0,3
CNTX,Context Therapeutics,5.0,5.0,initiated by,Buy,Buy,2025-09-19 00:30:05,2.0,2.0,0.0,0.0,0.0,0.0,2025,9,19,Friday,4,3
VECO,Veeco Instruments,31.0,28.0,target lowered by,Buy,Buy,2025-08-08 00:30:09,2.0,2.0,0.0,0.0,-3.0,-0.0967741935483871,2025,8,8,Friday,4,3
ABM,ABM Industries,56.0,54.0,reiterated by,Outperform,Neutral,2025-09-09 00:30:06,2.0,0.0,-2.0,2.0,-2.0,-0.03571428571428571,2025,9,9,Tuesday,1,3
DSP,Viant Technology,15.0,15.0,initiated by,Buy,Buy,2025-08-31 00:30:05,2.0,2.0,0.0,0.0,0.0,0.0,2025,8,31,Sunday,6,3
ARBE,Arbe Robotics,2.0,2.0,target set by,Buy,Buy,2025-08-09 00:30:10,2.0,2.0,0.0,0.0,0.0,0.0,2025,8,9,Saturday,5,3
