target_from,target_to,rating_from_score,rating_to_score,rating_delta,rating_magnitude,target_delta,target_growth,relative_growth,last_close
145.0,170.0,0,0,0,0,25.0,0.1724137931034483,15.159902202797037,186.05999755859375
45.0,45.0,2,2,0,0,0.0,0.0,-1.0,22.34000015258789
8.0,8.0,0,2,2,2,0.0,0.0,-1.0,2.1500000953674316
22.0,24.0,2,2,0,0,2.0,0.0909090909090909,0.2927921762237629,17.790000915527344
63.0,70.0,2,2,0,0,7.0,0.1111111111111111,3.52477261678317,62.29999923706055
357.0,324.0,2,2,0,0,-33.0,-0.0924369747899159,-22.331070907692087,256.29998779296875
111.0,111.0,2,2,0,0,0.0,0.0,-1.0,103.0500030517578
60.0,60.0,0,0,0,0,0.0,0.0,-1.0,56.46242904663086
259.0,250.0,2,2,0,0,-9.0,-0.0347490347490347,-6.817564793006933,188.63999938964844
6.0,6.0,2,2,0,0,0.0,0.0,-1.0,2.7100000381469727
2.0,4.0,2,2,0,0,2.0,1.0,0.2927921762237629,1.8899999856948853
17.0,17.0,-2,-2,0,0,0.0,0.0,-1.0,18.170000076293945
3.0,3.0,2,2,0,0,0.0,0.0,-1.0,0.8880000114440918
62.0,62.0,2,2,0,0,0.0,0.0,-1.0,45.970001220703125
130.0,140.0,2,2,0,0,10.0,0.0769230769230769,5.4639608811188145,110.77999877929688
28.0,25.0,2,2,0,0,-3.0,-0.1071428571428571,-2.9391882643356446,19.739999771118164
5.22,5.22,2,2,0,0,0.0,0.0,-1.0,3.3299999237060547
76.0,77.0,0,0,0,0,1.0,0.0131578947368421,-0.3536039118881185,70.37999725341797
115.0,110.0,2,2,0,0,-5.0,-0.0434782608695652,-4.231980440559408,73.47000122070312
335.0,350.0,2,2,0,0,15.0,0.044776119402985,8.695941321678221,305.4100036621094
10.0,10.0,0,0,0,0,0.0,0.0,-1.0,9.710000038146973
17.0,19.0,0,0,0,0,2.0,0.1176470588235294,0.2927921762237629,16.959999084472656
100.0,60.0,2,2,0,0,-40.0,-0.4,-26.855843524475254,49.31999969482422
30.0,28.0,0,0,0,0,-2.0,-0.0666666666666666,-2.292792176223763,24.3700008392334
8.0,7.0,2,2,0,0,-1.0,-0.125,-1.6463960881118815,4.25
70.0,70.0,0,0,0,0,0.0,0.0,-1.0,72.48999786376953
16.0,17.0,0,0,0,0,1.0,0.0625,-0.3536039118881185,17.530000686645508
98.0,102.0,2,2,0,0,4.0,0.0408163265306122,1.5855843524475255,87.27507781982422
22.0,21.0,2,2,0,0,-1.0,-0.0454545454545454,-1.6463960881118815,11.09000015258789
38.0,34.0,0,-3,-3,3,-4.0,-0.1052631578947368,-3.585584352447526,36.61000061035156
6.0,7.0,0,0,0,0,1.0,0.1666666666666666,-0.3536039118881185,7.119999885559082
90.0,88.0,2,2,0,0,-2.0,-0.0222222222222222,-2.292792176223763,75.48999786376953
20.0,19.0,-3,-3,0,0,-1.0,-0.05,-1.6463960881118815,23.200000762939453
27.0,22.0,0,0,0,0,-5.0,-0.1851851851851851,-4.231980440559408,17.06999969482422
36.5,40.0,0,0,0,0,3.5,0.0958904109589041,1.2623863083915852,39.599998474121094
38.0,26.0,0,-3,-3,3,-12.0,-0.3157894736842105,-8.756753057342578,29.219999313354492
17.0,20.0,0,0,0,0,3.0,0.1764705882352941,0.9391882643356444,18.170000076293945
825.0,825.0,2,2,0,0,0.0,0.0,-1.0,717.6400146484375
299.0,310.0,2,2,0,0,11.0,0.0367892976588628,6.110356969230696,291.760009765625
103.0,103.0,2,2,0,0,0.0,0.0,-1.0,84.48999786376953
36.0,35.0,0,0,0,0,-1.0,-0.0277777777777777,-1.6463960881118815,31.3700008392334
15.0,15.0,2,2,0,0,0.0,0.0,-1.0,1.6799999475479126
48.0,48.0,0,2,2,2,0.0,0.0,-1.0,39.65999984741211
6.0,5.0,2,2,0,0,-1.0,-0.1666666666666666,-1.6463960881118815,1.850000023841858
30.0,30.0,0,0,0,0,0.0,0.0,-1.0,29.450000762939453
65.0,60.0,0,0,0,0,-5.0,-0.0769230769230769,-4.231980440559408,56.56999969482422
43.0,43.0,2,2,0,0,0.0,0.0,-1.0,12.244999885559082
165.0,175.0,2,2,0,0,10.0,0.0606060606060606,5.4639608811188145,146.76678466796875
42.5,48.0,0,2,2,2,5.5,0.1294117647058823,2.555178484615348,40.175899505615234
52.0,52.0,2,2,0,0,0.0,0.0,-1.0,45.630001068115234
67.0,67.0,-2,0,2,2,0.0,0.0,-1.0,64.13738250732422
202.0,202.0,0,0,0,0,0.0,0.0,-1.0,181.0099945068359
355.0,400.0,2,2,0,0,45.0,0.1267605633802817,28.087823965034666,317.3800048828125
15.0,12.0,2,2,0,0,-3.0,-0.2,-2.9391882643356446,3.880000114440918
51.0,50.0,2,2,0,0,-1.0,-0.0196078431372549,-1.6463960881118815,27.975353240966797
245.0,255.0,2,2,0,0,10.0,0.0408163265306122,5.4639608811188145,215.83999633789065
20.0,32.0,2,2,0,0,12.0,0.6,6.756753057342578,23.940000534057617
92.0,90.0,2,2,0,0,-2.0,-0.0217391304347826,-2.292792176223763,81.69999694824219
163.0,163.0,2,2,0,0,0.0,0.0,-1.0,144.42999267578125
44.0,45.0,2,2,0,0,1.0,0.0227272727272727,-0.3536039118881185,35.099998474121094
39.0,39.0,2,2,0,0,0.0,0.0,-1.0,34.18000030517578
18.0,35.0,2,2,0,0,17.0,0.9444444444444444,9.988733497901984,13.010000228881836
14.0,25.0,-2,-2,0,0,11.0,0.7857142857142857,6.110356969230696,38.279998779296875
77.0,79.0,2,2,0,0,2.0,0.0259740259740259,0.2927921762237629,60.52409744262695
205.0,205.0,2,2,0,0,0.0,0.0,-1.0,170.10000610351562
19.0,20.0,2,2,0,0,1.0,0.0526315789473684,-0.3536039118881185,16.059999465942383
48.0,79.0,2,0,-2,2,31.0,0.6458333333333334,19.038278731468324,90.29000091552734
11.0,12.0,2,2,0,0,1.0,0.0909090909090909,-0.3536039118881185,10.260000228881836
753.0,781.0,2,2,0,0,28.0,0.0371845949535192,17.09909046713268,579.6099853515625
4.0,3.0,2,2,0,0,-1.0,-0.25,-1.6463960881118815,1.6449999809265137
3.32,3.32,0,2,2,2,0.0,0.0,-1.0,2.4600000381469727
9.5,9.5,0,0,0,0,0.0,0.0,-1.0,11.29702091217041
60.0,60.0,0,2,2,2,0.0,0.0,-1.0,37.84000015258789
30.0,35.0,2,2,0,0,5.0,0.1666666666666666,2.2319804405594073,29.729999542236328
18.0,26.0,2,2,0,0,8.0,0.4444444444444444,4.171168704895051,19.34000015258789
210.0,185.0,2,2,0,0,-25.0,-0.119047619047619,-17.159902202797035,154.66000366210938
72.0,73.0,0,0,0,0,1.0,0.0138888888888888,-0.3536039118881185,64.94844055175781
257.0,251.0,2,2,0,0,-6.0,-0.0233463035019455,-4.878376528671289,203.6199951171875
185.0,185.0,2,2,0,0,0.0,0.0,-1.0,165.22000122070312
19.0,20.0,0,0,0,0,1.0,0.0526315789473684,-0.3536039118881185,19.11000061035156
24.0,24.0,2,0,-2,2,0.0,0.0,-1.0,22.510000228881836
26.0,30.0,2,2,0,0,4.0,0.1538461538461538,1.5855843524475255,26.459999084472656
100.0,115.0,2,2,0,0,15.0,0.15,8.695941321678221,99.23220825195312
0.0,0.0,0,0,0,0,0.0,0.0,-1.0,993.469970703125
190.0,155.0,2,2,0,0,-35.0,-0.1842105263157894,-23.62386308391585,125.16999816894533
50.0,64.0,2,2,0,0,14.0,0.28,8.04954523356634,62.45436096191406
32.0,32.0,2,2,0,0,0.0,0.0,-1.0,26.719999313354492
3.0,3.0,2,2,0,0,0.0,0.0,-1.0,0.5149999856948853
39.0,41.0,2,2,0,0,2.0,0.0512820512820512,0.2927921762237629,34.18000030517578
8.0,9.0,2,2,0,0,1.0,0.125,-0.3536039118881185,10.0
12.0,17.0,2,0,-2,2,5.0,0.4166666666666667,2.2319804405594073,16.639999389648438
131.0,132.0,2,2,0,0,1.0,0.0076335877862595,-0.3536039118881185,101.0
20.0,20.0,2,2,0,0,0.0,0.0,-1.0,11.920000076293944
18.5,17.5,2,2,0,0,-1.0,-0.054054054054054,-1.6463960881118815,13.700300216674805
175.0,198.0,0,0,0,0,23.0,0.1314285714285714,13.867110026573274,188.16000366210935
10.0,25.0,2,2,0,0,15.0,1.5,8.695941321678221,3.4100000858306885
51.0,52.0,0,0,0,0,1.0,0.0196078431372549,-0.3536039118881185,46.939998626708984
500.0,580.0,0,0,0,0,80.0,0.16,50.71168704895051,572.5
14.0,13.0,2,2,0,0,-1.0,-0.0714285714285714,-1.6463960881118815,10.535758018493652
120.0,120.0,2,2,0,0,0.0,0.0,-1.0,105.70922088623048
15.0,22.0,2,2,0,0,7.0,0.4666666666666667,3.52477261678317,16.229999542236328
67.0,85.0,0,0,0,0,18.0,0.2686567164179104,10.635129586013866,73.0999984741211
24.0,24.0,2,2,0,0,0.0,0.0,-1.0,16.020000457763672
68.0,73.0,3,3,0,0,5.0,0.0735294117647058,2.2319804405594073,62.66999816894531
67.0,67.0,2,2,0,0,0.0,0.0,-1.0,55.099998474121094
33.0,39.0,0,0,0,0,6.0,0.1818181818181818,2.8783765286712883,39.119998931884766
42.0,47.0,0,0,0,0,5.0,0.119047619047619,2.2319804405594073,45.97999954223633
12.0,8.0,2,2,0,0,-4.0,-0.3333333333333333,-3.585584352447526,3.4200000762939453
45.0,38.0,2,2,0,0,-7.0,-0.1555555555555555,-5.524772616783171,30.38999938964844
2.5,2.5,2,2,0,0,0.0,0.0,-1.0,1.9600000381469729
13.0,14.0,2,2,0,0,1.0,0.0769230769230769,-0.3536039118881185,8.739999771118164
3.49,3.49,2,2,0,0,0.0,0.0,-1.0,2.380000114440918
150.0,195.0,2,2,0,0,45.0,0.3,28.087823965034666,169.67999267578125
15.0,17.0,2,2,0,0,2.0,0.1333333333333333,0.2927921762237629,15.399999618530272
4.5,4.0,0,0,0,0,-0.5,-0.1111111111111111,-1.3231980440559408,3.565000057220459
65.0,88.0,0,0,0,0,23.0,0.3538461538461538,13.867110026573274,98.27999877929688
17.0,17.0,2,2,0,0,0.0,0.0,-1.0,8.09000015258789
57.0,24.0,0,-3,-3,3,-33.0,-0.5789473684210527,-22.331070907692087,24.11000061035156
48.0,49.0,2,2,0,0,1.0,0.0208333333333333,-0.3536039118881185,39.4900016784668
13.0,13.0,2,2,0,0,0.0,0.0,-1.0,6.444992542266846
35.0,28.0,0,0,0,0,-7.0,-0.2,-5.524772616783171,25.126728057861328
63.0,66.0,-2,-2,0,0,3.0,0.0476190476190476,0.9391882643356444,67.91593933105469
64.0,72.0,2,2,0,0,8.0,0.125,4.171168704895051,65.983642578125
52.0,56.0,2,2,0,0,4.0,0.0769230769230769,1.5855843524475255,51.209999084472656
29.0,29.0,2,2,0,0,0.0,0.0,-1.0,25.010000228881836
24.0,24.0,0,0,0,0,0.0,0.0,-1.0,21.75
10.0,10.0,2,2,0,0,0.0,0.0,-1.0,3.190000057220459
3.25,3.5,2,2,0,0,0.25,0.0769230769230769,-0.8384009779720296,2.625500202178955
198.0,198.0,2,2,0,0,0.0,0.0,-1.0,147.44000244140625
10.0,16.0,0,0,0,0,6.0,0.6,2.8783765286712883,16.719999313354492
12.0,7.0,2,2,0,0,-5.0,-0.4166666666666667,-4.231980440559408,4.090000152587891
100.0,95.0,0,0,0,0,-5.0,-0.05,-4.231980440559408,82.2699966430664
34.0,34.0,2,2,0,0,0.0,0.0,-1.0,27.950000762939453
22.0,19.0,0,0,0,0,-3.0,-0.1363636363636363,-2.9391882643356446,15.8100004196167
105.0,105.0,0,2,2,2,0.0,0.0,-1.0,89.9800033569336
29.0,27.0,0,0,0,0,-2.0,-0.0689655172413793,-2.292792176223763,26.440000534057617
220.0,245.0,0,0,0,0,25.0,0.1136363636363636,15.159902202797037,235.27752685546875
137.0,155.0,2,2,0,0,18.0,0.1313868613138686,10.635129586013866,134.61000061035156
76.0,76.0,2,2,0,0,0.0,0.0,-1.0,74.66999816894531
205.0,205.0,2,2,0,0,0.0,0.0,-1.0,180.3999938964844
110.0,100.0,2,2,0,0,-10.0,-0.0909090909090909,-7.4639608811188145,93.97996520996094
49.0,44.0,0,2,2,2,-5.0,-0.1020408163265306,-4.231980440559408,36.25882339477539
125.0,125.0,2,2,0,0,0.0,0.0,-1.0,105.90766143798828
131.0,140.0,2,2,0,0,9.0,0.0687022900763358,4.817564793006933,116.39655303955078
96.0,95.0,2,2,0,0,-1.0,-0.0104166666666666,-1.6463960881118815,75.8499984741211
22.0,24.0,0,0,0,0,2.0,0.0909090909090909,0.2927921762237629,19.729999542236328
35.0,35.0,2,2,0,0,0.0,0.0,-1.0,25.88999938964844
14.0,16.0,2,2,0,0,2.0,0.1428571428571428,0.2927921762237629,12.6899995803833
48.0,61.0,0,0,0,0,13.0,0.2708333333333333,7.403149145454458,61.119998931884766
150.0,160.0,2,2,0,0,10.0,0.0666666666666666,5.4639608811188145,148.72999572753906
153.0,155.0,2,2,0,0,2.0,0.0130718954248366,0.2927921762237629,126.2699966430664
5.1,3.8,2,0,-2,2,-1.2999999999999998,-0.2549019607843137,-1.8403149145454456,2.609999895095825
39.0,38.0,2,2,0,0,-1.0,-0.0256410256410256,-1.6463960881118815,31.63999938964844
37.0,33.0,2,2,0,0,-4.0,-0.1081081081081081,-3.585584352447526,16.34000015258789
115.0,110.0,-2,-2,0,0,-5.0,-0.0434782608695652,-4.231980440559408,120.98558807373048
90.0,100.0,3,3,0,0,10.0,0.1111111111111111,5.4639608811188145,81.5
94.0,100.0,0,0,0,0,6.0,0.0638297872340425,2.8783765286712883,84.6500015258789
8.0,7.0,2,0,-2,2,-1.0,-0.125,-1.6463960881118815,5.909999847412109
210.0,195.0,0,0,0,0,-15.0,-0.0714285714285714,-10.69594132167822,189.1199951171875
72.0,72.0,2,2,0,0,0.0,0.0,-1.0,44.720001220703125
4.5,8.5,2,2,0,0,4.0,0.8888888888888888,1.5855843524475255,6.25
24.0,24.0,0,0,0,0,0.0,0.0,-1.0,24.030000686645508
33.0,55.0,2,2,0,0,22.0,0.6666666666666666,13.220713938461392,46.93000030517578
12.0,15.0,0,0,0,0,3.0,0.25,0.9391882643356444,13.28610897064209
11.0,11.0,2,2,0,0,0.0,0.0,-1.0,5.429999828338623
888.0,0.0,0,2,2,2,-888.0,-1.0,-574.9997262433508,978.219970703125
10.0,9.0,0,0,0,0,-1.0,-0.1,-1.6463960881118815,8.0600004196167
36.0,36.0,0,0,0,0,0.0,0.0,-1.0,34.650001525878906
15.5,15.5,2,2,0,0,0.0,0.0,-1.0,9.899999618530272
50.0,42.0,0,0,0,0,-8.0,-0.16,-6.171168704895052,36.130001068115234
63.0,62.0,2,2,0,0,-1.0,-0.0158730158730158,-1.6463960881118815,46.7400016784668
15.0,9.0,2,2,0,0,-6.0,-0.4,-4.878376528671289,4.71999979019165
113.0,117.0,0,0,0,0,4.0,0.0353982300884955,1.5855843524475255,106.25
127.5,175.0,0,2,2,2,47.5,0.3725490196078431,29.70381418531437,141.92999267578125
230.0,230.0,2,2,0,0,0.0,0.0,-1.0,211.1699981689453
34.0,40.0,0,0,0,0,6.0,0.1764705882352941,2.8783765286712883,36.68000030517578
380.0,400.0,2,2,0,0,20.0,0.0526315789473684,11.927921762237627,367.3999938964844
450.0,457.0,0,0,0,0,7.0,0.0155555555555555,3.52477261678317,472.2105712890625
26.0,32.0,0,0,0,0,6.0,0.2307692307692307,2.8783765286712883,28.06999969482422
70.0,74.0,2,2,0,0,4.0,0.0571428571428571,1.5855843524475255,63.349998474121094
3.75,3.75,2,2,0,0,0.0,0.0,-1.0,6.539999961853027
18.0,40.0,2,2,0,0,22.0,1.2222222222222223,13.220713938461392,16.56999969482422
215.0,217.0,0,0,0,0,2.0,0.0093023255813953,0.2927921762237629,176.28623962402344
42.0,47.0,-2,-2,0,0,5.0,0.119047619047619,2.2319804405594073,53.42013168334961
65.0,65.0,2,2,0,0,0.0,0.0,-1.0,41.529998779296875
8.0,7.0,0,0,0,0,-1.0,-0.125,-1.6463960881118815,5.829999923706055
8.0,10.0,0,0,0,0,2.0,0.25,0.2927921762237629,9.43000030517578
21.0,16.5,2,0,-2,2,-4.5,-0.2142857142857142,-3.908782396503467,17.170000076293945
15.0,15.0,2,2,0,0,0.0,0.0,-1.0,5.849999904632568
116.0,124.0,2,2,0,0,8.0,0.0689655172413793,4.171168704895051,94.06999969482422
280.0,300.0,0,0,0,0,20.0,0.0714285714285714,11.927921762237627,316.010009765625
49.0,51.0,2,2,0,0,2.0,0.0408163265306122,0.2927921762237629,43.790000915527344
24.0,20.0,2,2,0,0,-4.0,-0.1666666666666666,-3.585584352447526,17.68419647216797
79.0,69.0,0,0,0,0,-10.0,-0.1265822784810126,-7.4639608811188145,73.90499877929688
78.0,95.0,2,2,0,0,17.0,0.2179487179487179,9.988733497901984,70.25
70.0,60.0,2,2,0,0,-10.0,-0.1428571428571428,-7.4639608811188145,42.3785514831543
62.0,62.0,0,2,2,2,0.0,0.0,-1.0,55.455055236816406
5.0,5.0,2,2,0,0,0.0,0.0,-1.0,3.4000000953674316
105.0,95.0,2,2,0,0,-10.0,-0.0952380952380952,-7.4639608811188145,72.30000305175781
136.0,138.0,0,0,0,0,2.0,0.0147058823529411,0.2927921762237629,127.4351577758789
14.0,14.0,3,3,0,0,0.0,0.0,-1.0,6.570000171661377
69.0,72.0,-2,-2,0,0,3.0,0.0434782608695652,0.9391882643356444,79.62000274658203
140.0,150.0,2,2,0,0,10.0,0.0714285714285714,5.4639608811188145,123.2300033569336
101.0,105.0,2,2,0,0,4.0,0.0396039603960396,1.5855843524475255,89.16000366210938
50.0,52.0,2,2,0,0,2.0,0.04,0.2927921762237629,40.36000061035156
70.0,55.0,2,0,-2,2,-15.0,-0.2142857142857142,-10.69594132167822,49.66353225708008
48.0,50.0,0,0,0,0,2.0,0.0416666666666666,0.2927921762237629,45.56999969482422
8.25,9.0,0,0,0,0,0.75,0.0909090909090909,-0.515202933916089,8.495049476623535
710.0,875.0,2,2,0,0,165.0,0.2323943661971831,105.65535453846044,777.1799926757812
10.0,11.0,2,2,0,0,1.0,0.1,-0.3536039118881185,6.360000133514404
16.0,19.0,2,2,0,0,3.0,0.1875,0.9391882643356444,16.360000610351562
108.0,100.0,2,2,0,0,-8.0,-0.074074074074074,-6.171168704895052,86.69999694824219
118.0,130.0,0,2,2,2,12.0,0.1016949152542373,6.756753057342578,113.88999938964844
270.0,300.0,2,2,0,0,30.0,0.1111111111111111,18.391882643356443,239.27999877929688
6.0,5.0,0,0,0,0,-1.0,-0.1666666666666666,-1.6463960881118815,3.9084954261779785
15.0,15.0,2,2,0,0,0.0,0.0,-1.0,8.520000457763672
95.0,95.0,2,0,-2,2,0.0,0.0,-1.0,81.61000061035156
25.0,25.0,2,2,0,0,0.0,0.0,-1.0,19.8799991607666
6.25,9.25,2,2,0,0,3.0,0.48,0.9391882643356444,7.099999904632568
34.0,34.0,2,2,0,0,0.0,0.0,-1.0,9.890000343322754
133.0,131.0,0,0,0,0,-2.0,-0.0150375939849624,-2.292792176223763,129.75999450683594
16.0,20.0,0,2,2,2,4.0,0.25,1.5855843524475255,16.18000030517578
560.0,580.0,2,2,0,0,20.0,0.0357142857142857,11.927921762237627,419.2099914550781
2.5,0.5,2,2,0,0,-2.0,-0.8,-2.292792176223763,0.3300000131130218
120.0,130.0,2,2,0,0,10.0,0.0833333333333333,5.4639608811188145,121.7768325805664
272.0,272.0,2,2,0,0,0.0,0.0,-1.0,255.3999938964844
6.0,6.0,0,0,0,0,0.0,0.0,-1.0,4.690000057220459
10.0,10.0,0,0,0,0,0.0,0.0,-1.0,5.710000038146973
24.0,24.0,2,2,0,0,0.0,0.0,-1.0,6.349999904632568
22.0,22.0,2,2,0,0,0.0,0.0,-1.0,15.0600004196167
20.5,20.5,2,2,0,0,0.0,0.0,-1.0,15.1899995803833
48.0,48.0,2,2,0,0,0.0,0.0,-1.0,38.63999938964844
2.0,7.0,0,2,2,2,5.0,2.5,2.2319804405594073,3.849999904632568
26.0,25.0,0,0,0,0,-1.0,-0.0384615384615384,-1.6463960881118815,23.350000381469727
12.0,15.0,2,2,0,0,3.0,0.25,0.9391882643356444,9.3100004196167
51.0,9.0,2,-2,-4,4,-42.0,-0.8235294117647058,-28.148635700699018,29.325000762939453
95.0,92.0,0,0,0,0,-3.0,-0.031578947368421,-2.9391882643356446,82.54000091552734
18.0,18.0,2,2,0,0,0.0,0.0,-1.0,15.630000114440918
10.0,10.0,2,2,0,0,0.0,0.0,-1.0,2.990000009536743
31.0,39.0,0,0,0,0,8.0,0.2580645161290322,4.171168704895051,38.849998474121094
12.0,12.0,2,2,0,0,0.0,0.0,-1.0,7.760000228881836
28.0,24.0,2,0,-2,2,-4.0,-0.1428571428571428,-3.585584352447526,22.18806266784668
100.0,90.0,2,0,-2,2,-10.0,-0.1,-7.4639608811188145,81.52999877929688
10.0,11.0,-2,-2,0,0,1.0,0.1,-0.3536039118881185,13.84000015258789
7.0,6.0,2,2,0,0,-1.0,-0.1428571428571428,-1.6463960881118815,4.980000019073486
22.0,22.0,2,2,0,0,0.0,0.0,-1.0,12.789999961853027
25.0,35.0,0,2,2,2,10.0,0.4,5.4639608811188145,22.56999969482422
6.6,6.6,2,0,-2,2,0.0,0.0,-1.0,6.519999980926514
0.0,0.0,0,0,0,0,0.0,0.0,-1.0,1775.2099609375
21.0,21.0,0,2,2,2,0.0,0.0,-1.0,15.68000030517578
2.0,2.0,0,0,0,0,0.0,0.0,-1.0,1.5564159154891968
15.0,13.0,2,2,0,0,-2.0,-0.1333333333333333,-2.292792176223763,3.450000047683716
1.5,2.5,0,2,2,2,1.0,0.6666666666666666,-0.3536039118881185,2.0399999618530273
5.0,10.0,2,2,0,0,5.0,1.0,2.2319804405594073,2.4200000762939453
8.0,8.0,2,2,0,0,0.0,0.0,-1.0,3.744999885559082
95.0,85.0,2,2,0,0,-10.0,-0.1052631578947368,-7.4639608811188145,74.56999969482422
23.0,23.0,2,2,0,0,0.0,0.0,-1.0,17.56999969482422
178.0,180.0,0,0,0,0,2.0,0.0112359550561797,0.2927921762237629,162.44000244140625
30.5,29.0,2,2,0,0,-1.5,-0.0491803278688524,-1.969594132167822,26.579999923706055
18.0,22.0,2,2,0,0,4.0,0.2222222222222222,1.5855843524475255,20.59000015258789
230.0,230.0,0,0,0,0,0.0,0.0,-1.0,220.80999755859375
40.0,39.0,0,0,0,0,-1.0,-0.025,-1.6463960881118815,36.83000183105469
260.0,269.0,2,2,0,0,9.0,0.0346153846153846,4.817564793006933,224.2100067138672
34.0,30.0,0,0,0,0,-4.0,-0.1176470588235294,-3.585584352447526,26.170000076293945
22.0,21.0,0,0,0,0,-1.0,-0.0454545454545454,-1.6463960881118815,19.530000686645508
12.0,12.0,2,2,0,0,0.0,0.0,-1.0,0.6899999976158142
4.5,4.0,0,0,0,0,-0.5,-0.1111111111111111,-1.3231980440559408,3.595210552215576
30.0,30.0,2,2,0,0,0.0,0.0,-1.0,24.969999313354492
135.0,125.0,2,2,0,0,-10.0,-0.074074074074074,-7.4639608811188145,103.5199966430664
3.5,3.5,2,2,0,0,0.0,0.0,-1.0,2.25
15.0,15.0,2,2,0,0,0.0,0.0,-1.0,8.149999618530273
12.5,13.0,0,0,0,0,0.5,0.04,-0.6768019559440592,12.539999961853027
41.0,47.0,2,2,0,0,6.0,0.1463414634146341,2.8783765286712883,37.540000915527344
37.0,37.0,2,2,0,0,0.0,0.0,-1.0,22.940000534057617
18.0,18.0,0,2,2,2,0.0,0.0,-1.0,14.960000038146973
16.0,16.0,2,2,0,0,0.0,0.0,-1.0,12.020246505737305
18.95,22.95,2,0,-2,2,4.0,0.2110817941952506,1.5855843524475255,23.200000762939453
16.0,14.0,0,0,0,0,-2.0,-0.125,-2.292792176223763,11.25
26.0,26.0,2,2,0,0,0.0,0.0,-1.0,10.5600004196167
26.0,28.0,0,0,0,0,2.0,0.0769230769230769,0.2927921762237629,24.190000534057617
500.0,430.0,2,2,0,0,-70.0,-0.14,-46.24772616783171,282.739990234375
80.0,80.0,2,2,0,0,0.0,0.0,-1.0,17.270000457763672
64.0,68.0,2,2,0,0,4.0,0.0625,1.5855843524475255,64.56999969482422
102.0,103.0,0,0,0,0,1.0,0.0098039215686274,-0.3536039118881185,90.72000122070312
15.0,15.0,2,2,0,0,0.0,0.0,-1.0,9.739999771118164
3.5,5.0,0,0,0,0,1.5,0.4285714285714285,-0.0304058678321778,9.039999961853027
24.0,29.0,0,0,0,0,5.0,0.2083333333333333,2.2319804405594073,31.979999542236328
11.0,11.0,2,2,0,0,0.0,0.0,-1.0,7.929999828338623
22.0,19.0,0,0,0,0,-3.0,-0.1363636363636363,-2.9391882643356446,16.520000457763672
99.0,99.0,2,0,-2,2,0.0,0.0,-1.0,95.48999786376952
39.0,43.0,0,0,0,0,4.0,0.1025641025641025,1.5855843524475255,44.41699981689453
14.0,14.0,2,2,0,0,0.0,0.0,-1.0,2.440000057220459
8.0,7.0,2,2,0,0,-1.0,-0.125,-1.6463960881118815,1.690000057220459
40.0,42.0,2,2,0,0,2.0,0.05,0.2927921762237629,34.619998931884766
50.0,55.0,2,2,0,0,5.0,0.1,2.2319804405594073,38.689998626708984
55.0,52.0,2,2,0,0,-3.0,-0.0545454545454545,-2.9391882643356446,22.989999771118164
3.0,2.0,2,2,0,0,-1.0,-0.3333333333333333,-1.6463960881118815,0.4399999976158142
16.0,16.0,2,2,0,0,0.0,0.0,-1.0,10.06999969482422
300.0,300.0,2,2,0,0,0.0,0.0,-1.0,140.3300018310547
440.0,600.0,2,2,0,0,160.0,0.3636363636363636,102.42337409790105,534.33935546875
78.0,81.0,2,2,0,0,3.0,0.0384615384615384,0.9391882643356444,68.1661148071289
83.0,83.0,2,2,0,0,0.0,0.0,-1.0,42.220001220703125
194.0,197.0,0,0,0,0,3.0,0.0154639175257731,0.9391882643356444,161.30999755859375
9.5,9.75,0,0,0,0,0.25,0.0263157894736842,-0.8384009779720296,10.075610160827637
14.0,18.0,0,0,0,0,4.0,0.2857142857142857,1.5855843524475255,21.239999771118164
6.0,5.5,0,-2,-2,2,-0.5,-0.0833333333333333,-1.3231980440559408,5.679999828338623
19.0,19.0,2,0,-2,2,0.0,0.0,-1.0,21.154293060302734
31.0,25.0,2,2,0,0,-6.0,-0.1935483870967742,-4.878376528671289,18.63999938964844
35.0,48.0,2,0,-2,2,13.0,0.3714285714285714,7.403149145454458,47.709999084472656
23.0,25.0,0,0,0,0,2.0,0.0869565217391304,0.2927921762237629,23.53070640563965
54.0,63.0,-2,-2,0,0,9.0,0.1666666666666666,4.817564793006933,65.19000244140625
15.0,16.0,2,2,0,0,1.0,0.0666666666666666,-0.3536039118881185,10.96070384979248
13.5,12.5,-2,0,2,2,-1.0,-0.074074074074074,-1.6463960881118815,12.699999809265137
13.5,13.7,2,2,0,0,0.1999999999999993,0.0148148148148147,-0.8707207823776242,10.859999656677246
42.0,44.0,2,2,0,0,2.0,0.0476190476190476,0.2927921762237629,37.040000915527344
20.0,20.0,2,2,0,0,0.0,0.0,-1.0,19.34000015258789
93.0,82.0,0,-3,-3,3,-11.0,-0.1182795698924731,-8.110356969230697,85.9000015258789
21.0,21.0,2,2,0,0,0.0,0.0,-1.0,18.280000686645508
125.0,137.0,0,0,0,0,12.0,0.096,6.756753057342578,151.67999267578125
54.0,40.0,2,2,0,0,-14.0,-0.2592592592592592,-10.04954523356634,22.969999313354492
14.0,13.0,2,2,0,0,-1.0,-0.0714285714285714,-1.6463960881118815,11.720000267028809
61.0,52.0,2,2,0,0,-9.0,-0.1475409836065573,-6.817564793006933,39.310001373291016
4.0,4.0,2,2,0,0,0.0,0.0,-1.0,1.0800000429153442
