target_from,target_to,rating_from_score,rating_to_score,rating_delta,rating_magnitude,target_delta,target_growth,relative_growth,last_close
2.0,2.0,2,2,0,0,0.0,0.0,-1.0,1.1100000143051147
17.0,17.0,2,0,-2,2,0.0,0.0,-1.0,17.764999389648438
250.0,240.0,2,2,0,0,-10.0,-0.04,-7.4639608811188145,168.27000427246094
55.0,53.0,2,2,0,0,-2.0,-0.0363636363636363,-2.292792176223763,46.79999923706055
9.0,9.0,2,2,0,0,0.0,0.0,-1.0,0.6460000276565552
66.0,68.0,-3,-3,0,0,2.0,0.0303030303030303,0.2927921762237629,65.63999938964844
550.0,620.0,2,2,0,0,70.0,0.1272727272727272,44.2477261678317,585.5499877929688
183.0,176.0,2,2,0,0,-7.0,-0.0382513661202185,-5.524772616783171,138.4199981689453
10.0,12.0,2,2,0,0,2.0,0.2,0.2927921762237629,10.0
50.0,41.0,2,2,0,0,-9.0,-0.18,-6.817564793006933,31.43000030517578
42.0,44.0,2,2,0,0,2.0,0.0476190476190476,0.2927921762237629,34.54999923706055
167.0,168.0,2,2,0,0,1.0,0.0059880239520958,-0.3536039118881185,153.1914825439453
8.5,15.0,0,0,0,0,6.5,0.7647058823529411,3.201574572727229,11.880000114440918
70.0,70.0,2,0,-2,2,0.0,0.0,-1.0,62.66999816894531
5.75,5.0,0,0,0,0,-0.75,-0.1304347826086956,-1.4847970660839112,4.159999847412109
60.0,58.0,2,2,0,0,-2.0,-0.0333333333333333,-2.292792176223763,48.459999084472656
17.0,17.0,0,0,0,0,0.0,0.0,-1.0,15.4399995803833
38.0,38.0,0,0,0,0,0.0,0.0,-1.0,36.25414276123047
240.0,240.0,0,0,0,0,0.0,0.0,-1.0,225.6378173828125
15.0,19.0,2,2,0,0,4.0,0.2666666666666666,1.5855843524475255,15.0600004196167
8.1,9.2,2,2,0,0,1.0999999999999996,0.1358024691358024,-0.2889643030769306,8.180000305175781
27.0,29.0,0,-3,-3,3,2.0,0.074074074074074,0.2927921762237629,33.18000030517578
45.0,45.0,2,2,0,0,0.0,0.0,-1.0,37.470001220703125
20.0,20.0,2,2,0,0,0.0,0.0,-1.0,13.800000190734863
56.0,49.0,2,2,0,0,-7.0,-0.125,-5.524772616783171,39.150001525878906
6.5,5.0,0,0,0,0,-1.5,-0.2307692307692307,-1.969594132167822,4.860000133514404
2.0,1.5,-3,-3,0,0,-0.5,-0.25,-1.3231980440559408,2.184999942779541
15.0,15.0,2,2,0,0,0.0,0.0,-1.0,7.630000114440918
75.0,75.0,2,2,0,0,0.0,0.0,-1.0,72.93000030517578
222.0,225.0,2,2,0,0,3.0,0.0135135135135135,0.9391882643356444,195.2899932861328
212.0,218.0,0,0,0,0,6.0,0.0283018867924528,2.8783765286712883,216.13999938964844
71.0,70.0,-3,-3,0,0,-1.0,-0.0140845070422535,-1.6463960881118815,69.08999633789062
32.0,33.0,0,0,0,0,1.0,0.03125,-0.3536039118881185,30.779468536376953
12.0,12.0,-2,-2,0,0,0.0,0.0,-1.0,16.59000015258789
8.75,9.0,2,2,0,0,0.25,0.0285714285714285,-0.8384009779720296,7.593342304229736
28.0,28.0,-2,-2,0,0,0.0,0.0,-1.0,27.3700008392334
140.0,104.0,0,0,0,0,-36.0,-0.2571428571428571,-24.270259172027732,91.8499984741211
30.0,31.0,2,2,0,0,1.0,0.0333333333333333,-0.3536039118881185,27.5963134765625
16.0,37.0,0,2,2,2,21.0,1.3125,12.57431785034951,26.3799991607666
6.0,6.0,-2,-2,0,0,0.0,0.0,-1.0,10.029999732971191
78.0,67.0,0,-2,-2,2,-11.0,-0.141025641025641,-8.110356969230697,76.58000183105469
112.0,116.0,0,0,0,0,4.0,0.0357142857142857,1.5855843524475255,102.5199966430664
19.0,22.0,2,2,0,0,3.0,0.1578947368421052,0.9391882643356444,16.47307777404785
60.0,66.0,2,2,0,0,6.0,0.1,2.8783765286712883,56.529998779296875
5.0,5.0,2,2,0,0,0.0,0.0,-1.0,3.390000104904175
78.0,86.0,0,0,0,0,8.0,0.1025641025641025,4.171168704895051,85.5999984741211
12.0,10.0,2,2,0,0,-2.0,-0.1666666666666666,-2.292792176223763,3.785000085830689
120.0,75.0,0,0,0,0,-45.0,-0.375,-30.087823965034666,67.4800033569336
28.0,19.0,0,0,0,0,-9.0,-0.3214285714285714,-6.817564793006933,19.399999618530273
82.0,82.0,2,2,0,0,0.0,0.0,-1.0,71.26250457763672
12.0,13.0,0,0,0,0,1.0,0.0833333333333333,-0.3536039118881185,11.99986457824707
54.0,50.0,2,0,-2,2,-4.0,-0.074074074074074,-3.585584352447526,42.91999816894531
10.0,10.0,2,2,0,0,0.0,0.0,-1.0,5.429999828338623
38.0,47.0,2,2,0,0,9.0,0.2368421052631578,4.817564793006933,37.540000915527344
14.0,14.0,2,2,0,0,0.0,0.0,-1.0,6.25
29.0,29.0,2,2,0,0,0.0,0.0,-1.0,17.84000015258789
7.0,16.0,0,-2,-2,2,9.0,1.2857142857142858,4.817564793006933,7.420000076293945
265.0,355.0,2,2,0,0,90.0,0.3396226415094339,57.17564793006933,299.6400146484375
228.0,263.0,2,2,0,0,35.0,0.1535087719298245,21.623863083915857,219.52999877929688
95.0,75.0,2,0,-2,2,-20.0,-0.2105263157894736,-13.927921762237627,78.1500015258789
128.0,127.0,2,2,0,0,-1.0,-0.0078125,-1.6463960881118815,78.5354995727539
13.0,22.0,2,2,0,0,9.0,0.6923076923076923,4.817564793006933,18.989999771118164
12.0,12.0,2,2,0,0,0.0,0.0,-1.0,6.900000095367432
7.0,7.0,2,2,0,0,0.0,0.0,-1.0,2.7200000286102295
27.5,33.5,2,2,0,0,6.0,0.2181818181818181,2.8783765286712883,29.43000030517578
12.0,12.0,2,2,0,0,0.0,0.0,-1.0,3.680000066757202
9.0,9.5,2,2,0,0,0.5,0.0555555555555555,-0.6768019559440592,2.869999885559082
20.0,18.0,2,2,0,0,-2.0,-0.1,-2.292792176223763,10.739999771118164
73.0,81.0,2,2,0,0,8.0,0.1095890410958904,4.171168704895051,70.4000015258789
325.0,395.0,2,2,0,0,70.0,0.2153846153846154,44.2477261678317,347.8900146484375
50.0,49.0,0,0,0,0,-1.0,-0.02,-1.6463960881118815,44.09000015258789
150.0,150.0,2,2,0,0,0.0,0.0,-1.0,116.28656005859376
4.0,1.4,2,0,-2,2,-2.6,-0.65,-2.6806298290908916,1.2300000190734863
326.0,340.0,2,2,0,0,14.0,0.0429447852760736,8.04954523356634,258.1499938964844
39.0,38.0,2,2,0,0,-1.0,-0.0256410256410256,-1.6463960881118815,36.720001220703125
28.0,22.0,0,0,0,0,-6.0,-0.2142857142857142,-4.878376528671289,20.420000076293945
54.0,50.0,0,0,0,0,-4.0,-0.074074074074074,-3.585584352447526,45.584930419921875
85.0,120.0,2,2,0,0,35.0,0.4117647058823529,21.623863083915857,113.6500015258789
112.0,113.0,0,0,0,0,1.0,0.0089285714285714,-0.3536039118881185,114.11000061035156
3.0,1.5,2,2,0,0,-1.5,-0.5,-1.969594132167822,1.3899999856948853
115.0,115.0,0,0,0,0,0.0,0.0,-1.0,107.75811767578124
86.0,93.0,2,2,0,0,7.0,0.0813953488372093,3.52477261678317,89.66999816894531
85.0,87.0,2,2,0,0,2.0,0.0235294117647058,0.2927921762237629,76.69999694824219
30.0,34.0,2,2,0,0,4.0,0.1333333333333333,1.5855843524475255,21.8799991607666
65.0,65.0,2,2,0,0,0.0,0.0,-1.0,48.310001373291016
92.0,93.0,2,2,0,0,1.0,0.0108695652173913,-0.3536039118881185,77.47000122070312
7.0,9.0,2,2,0,0,2.0,0.2857142857142857,0.2927921762237629,5.070000171661377
1.5,1.3,2,2,0,0,-0.1999999999999999,-0.1333333333333333,-1.1292792176223765,5.320000171661377
29.0,27.0,2,0,-2,2,-2.0,-0.0689655172413793,-2.292792176223763,25.079269409179688
55.0,65.0,2,2,0,0,10.0,0.1818181818181818,5.4639608811188145,57.31999969482422
7.0,9.0,2,2,0,0,2.0,0.2857142857142857,0.2927921762237629,7.75
24.0,24.0,2,2,0,0,0.0,0.0,-1.0,25.459999084472656
142.0,136.0,2,2,0,0,-6.0,-0.0422535211267605,-4.878376528671289,100.33999633789062
10.0,15.0,2,2,0,0,5.0,0.5,2.2319804405594073,12.600000381469728
249.0,282.0,2,2,0,0,33.0,0.1325301204819277,20.331070907692087,216.3000030517578
5.5,5.5,2,2,0,0,0.0,0.0,-1.0,3.2200000286102295
64.0,64.0,-2,-2,0,0,0.0,0.0,-1.0,69.12000274658203
14.0,13.0,2,2,0,0,-1.0,-0.0714285714285714,-1.6463960881118815,6.820000171661377
29.0,20.5,2,0,-2,2,-8.5,-0.293103448275862,-6.494366748950993,20.3799991607666
10.0,10.0,2,2,0,0,0.0,0.0,-1.0,4.539999961853027
45.0,49.0,2,2,0,0,4.0,0.0888888888888888,1.5855843524475255,47.068477630615234
139.0,157.0,2,2,0,0,18.0,0.1294964028776978,10.635129586013866,148.6699981689453
155.0,200.0,2,2,0,0,45.0,0.2903225806451613,28.087823965034666,188.02999877929688
29.0,11.0,2,2,0,0,-18.0,-0.6206896551724138,-12.635129586013866,8.390000343322754
49.0,50.0,2,2,0,0,1.0,0.0204081632653061,-0.3536039118881185,38.77042007446289
66.0,70.0,2,2,0,0,4.0,0.0606060606060606,1.5855843524475255,64.22183990478516
18.0,18.0,2,2,0,0,0.0,0.0,-1.0,10.880000114440918
18.0,13.75,0,-2,-2,2,-4.25,-0.2361111111111111,-3.747183374475497,15.989999771118164
225.0,255.0,2,2,0,0,30.0,0.1333333333333333,18.391882643356443,217.39146423339844
275.0,290.0,2,2,0,0,15.0,0.0545454545454545,8.695941321678221,264.2099914550781
42.0,45.0,2,2,0,0,3.0,0.0714285714285714,0.9391882643356444,28.54979705810547
285.0,305.0,3,3,0,0,20.0,0.0701754385964912,11.927921762237627,255.17999267578125
285.0,350.0,2,2,0,0,65.0,0.2280701754385964,41.0157457272723,310.8138427734375
223.0,185.0,0,0,0,0,-38.0,-0.1704035874439461,-25.563051348251495,177.57000732421875
105.0,97.0,0,0,0,0,-8.0,-0.0761904761904762,-6.171168704895052,92.7699966430664
320.0,290.0,0,0,0,0,-30.0,-0.09375,-20.391882643356443,249.0500030517578
10.0,11.0,2,2,0,0,1.0,0.1,-0.3536039118881185,3.2699999809265137
27.0,30.0,0,0,0,0,3.0,0.1111111111111111,0.9391882643356444,27.520000457763672
136.0,136.0,2,2,0,0,0.0,0.0,-1.0,131.75999450683594
238.0,238.0,0,0,0,0,0.0,0.0,-1.0,235.33999633789065
73.0,71.0,0,0,0,0,-2.0,-0.0273972602739726,-2.292792176223763,61.459999084472656
23.0,23.0,0,0,0,0,0.0,0.0,-1.0,26.600000381469727
8.0,7.0,0,0,0,0,-1.0,-0.125,-1.6463960881118815,5.579999923706055
250.0,280.0,0,0,0,0,30.0,0.12,18.391882643356443,264.9032897949219
76.0,66.0,0,0,0,0,-10.0,-0.131578947368421,-7.4639608811188145,58.900001525878906
31.0,31.0,2,2,0,0,0.0,0.0,-1.0,25.049999237060547
230.0,89.0,2,0,-2,2,-141.0,-0.6130434782608696,-92.14184842377529,77.04000091552734
13.0,13.0,2,2,0,0,0.0,0.0,-1.0,7.420000076293945
27.0,26.0,2,2,0,0,-1.0,-0.037037037037037,-1.6463960881118815,21.049999237060547
20.0,20.0,0,0,0,0,0.0,0.0,-1.0,18.260000228881836
3.0,3.0,0,0,0,0,0.0,0.0,-1.0,1.8600000143051147
4.0,4.0,2,2,0,0,0.0,0.0,-1.0,2.2799999713897705
16.0,17.0,2,2,0,0,1.0,0.0625,-0.3536039118881185,15.75
35.0,37.0,0,0,0,0,2.0,0.0571428571428571,0.2927921762237629,32.01117706298828
11.1,10.0,2,2,0,0,-1.0999999999999996,-0.099099099099099,-1.7110356969230691,8.25
24.0,31.0,0,2,2,2,7.0,0.2916666666666667,3.52477261678317,24.63999938964844
23.0,23.0,2,2,0,0,0.0,0.0,-1.0,5.880000114440918
55.0,58.0,2,2,0,0,3.0,0.0545454545454545,0.9391882643356444,47.387298583984375
71.0,71.0,0,0,0,0,0.0,0.0,-1.0,67.97836303710938
148.0,148.0,2,2,0,0,0.0,0.0,-1.0,126.87000274658205
17.5,18.0,0,0,0,0,0.5,0.0285714285714285,-0.6768019559440592,14.27341651916504
230.0,230.0,2,2,0,0,0.0,0.0,-1.0,177.47999572753906
560.0,545.0,2,2,0,0,-15.0,-0.0267857142857142,-10.69594132167822,488.25
2.75,4.0,2,2,0,0,1.25,0.4545454545454545,-0.1920048898601482,2.799999952316284
55.0,60.0,2,2,0,0,5.0,0.0909090909090909,2.2319804405594073,51.209999084472656
10.5,10.0,0,0,0,0,-0.5,-0.0476190476190476,-1.3231980440559408,10.229999542236328
40.0,40.0,2,2,0,0,0.0,0.0,-1.0,11.619999885559082
4.0,5.0,2,2,0,0,1.0,0.25,-0.3536039118881185,1.399999976158142
14.0,22.0,2,2,0,0,8.0,0.5714285714285714,4.171168704895051,18.899999618530273
32.0,32.0,0,0,0,0,0.0,0.0,-1.0,29.38999938964844
55.0,55.0,2,2,0,0,0.0,0.0,-1.0,42.9900016784668
14.0,13.0,2,2,0,0,-1.0,-0.0714285714285714,-1.6463960881118815,8.930000305175781
43.0,43.0,2,2,0,0,0.0,0.0,-1.0,16.239999771118164
90.0,65.0,2,2,0,0,-25.0,-0.2777777777777778,-17.159902202797035,54.119998931884766
11.0,11.0,2,2,0,0,0.0,0.0,-1.0,6.360000133514404
73.0,76.0,2,2,0,0,3.0,0.0410958904109589,0.9391882643356444,65.38729095458984
15.0,15.0,2,2,0,0,0.0,0.0,-1.0,11.43000030517578
20.0,25.0,0,0,0,0,5.0,0.25,2.2319804405594073,24.440000534057617
0.0,0.0,2,2,0,0,0.0,0.0,-1.0,1850.6500244140625
8.0,8.5,2,2,0,0,0.5,0.0625,-0.6768019559440592,6.989999771118164
177.0,166.0,0,0,0,0,-11.0,-0.0621468926553672,-8.110356969230697,161.20521545410156
120.0,120.0,2,2,0,0,0.0,0.0,-1.0,90.9000015258789
275.0,276.0,0,0,0,0,1.0,0.0036363636363636,-0.3536039118881185,242.1483459472656
90.0,88.0,2,2,0,0,-2.0,-0.0222222222222222,-2.292792176223763,65.68000030517578
520.0,450.0,2,0,-2,2,-70.0,-0.1346153846153846,-46.24772616783171,354.1600036621094
50.0,51.0,2,2,0,0,1.0,0.02,-0.3536039118881185,43.189998626708984
365.0,365.0,2,2,0,0,0.0,0.0,-1.0,312.17999267578125
14.6,17.0,2,2,0,0,2.4000000000000004,0.1643835616438356,0.5513506114685157,14.56999969482422
8.0,8.0,2,0,-2,2,0.0,0.0,-1.0,7.329999923706055
21.0,21.0,2,2,0,0,0.0,0.0,-1.0,3.990000009536743
24.0,24.0,0,2,2,2,0.0,0.0,-1.0,19.719999313354492
63.0,90.0,0,0,0,0,27.0,0.4285714285714285,16.452694379020798,82.4800033569336
55.0,50.0,2,2,0,0,-5.0,-0.0909090909090909,-4.231980440559408,29.568235397338867
3.0,5.4,2,2,0,0,2.4000000000000004,0.8000000000000002,0.5513506114685157,1.7699999809265137
4.0,20.0,-3,2,5,5,16.0,4.0,9.342337409790105,15.579999923706056
