rating_delta,rating_magnitude,target_delta,target_growth,roc,mom,rvi,cci,macd,adx,aroon,natr,mfi,obv,ad,cmf,pvt,eom,nvi
0.0,0.0,8.0,0.1818181818181818,9.219210582576256,4.049999237060547,51.80092878541416,-1755.492381159856,3.1349077262818668,56.80161084591167,28.57142857142857,4.149941582546936,44.46363562469064,3716700.0,6374448.457326807,0.4861121029642102,34186458.914290845,230.11787098133715,1010.4703262372732
0.0,0.0,0.0,0.0,26.950354909736163,0.7599999904632568,46.72213068737055,-724.4562660827511,-0.0239662918431871,24.36299723142901,21.42857142857143,6.923047085895811,47.773880876457014,13644400.0,-3952179.987742981,-0.0279342349187202,-74607931.95591716,-0.0616658991845895,1003.2915291369172
0.0,0.0,-2.0,-0.0714285714285714,-19.837230227839072,-3.8807992935180664,24.63193122961905,-1224.5593956909115,-0.4025522889630544,22.15063285877213,92.85714285714286,6.891846263763975,31.875945718588607,-3657300.0,-3514188.551573234,-0.20376348452555,-20760675.181972142,-63.92423153112095,1007.7201433411389
0.0,0.0,0.0,0.0,18.71508632883863,0.6700000762939453,73.14305199318873,-725.4729337584973,0.2393398485270097,27.858656372780192,21.42857142857143,6.671221310954247,75.60683140830042,11285300.0,-1964371.0748669307,-0.0061400648180925,61518688.71388786,1.9009565030881084,985.3211822685288
0.0,0.0,0.5,0.0555555555555555,-4.347828020902846,-0.3728723526000976,53.907164550067975,-2604.346101226814,0.0013870747540263,21.028465740183595,100.0,3.039980599777232,32.900903874890176,625200.0,378424.132087006,0.0310589667736861,488152.1178819973,-16.01692239943261,1009.926138782752
0.0,0.0,0.0,0.0,-13.441952503521408,-0.3299999237060547,37.492720801259445,-677.002879790371,-0.0158118893014829,21.19672955618128,0.0,10.95265030416586,51.86919026072332,-50544900.0,-70573425.12957178,-0.2393124580570612,-514616917.2385776,0.1001968334322693,964.133912661902
0.0,0.0,-3.0,-0.0245901639344262,-5.828514910850321,-7.170204162597656,46.862386731341,-3264.2173482426133,-1.082716155758817,20.795194804898905,92.85714285714286,2.625288144913728,29.165385612110605,793500.0,-262051.53813040655,-0.18875094472292,-11328921.00544276,-214.83899544042433,1008.497843087
0.0,0.0,0.5,0.0384615384615384,7.754018338496154,1.122699737548828,78.78798229291841,-3238.464939888529,0.3615537708232832,38.189866825598074,21.42857142857143,1.6820374815598669,76.84374207371884,1675400.0,3086824.841816658,0.1497837005798185,14780568.70641579,1.7426271774524926,1005.9792478530766
0.0,0.0,0.0,0.0,-0.1112524899396192,-0.54998779296875,59.41030980751706,-10462.545187787951,-3.549951595884295,14.664628493022509,78.57142857142857,1.7897271288278014,45.751516075148864,148600.0,1231163.456920498,-0.0125469404406733,-7291331.725958847,1159.0450144446856,999.5439932698368
0.0,0.0,22.0,0.1571428571428571,6.545487366397512,8.930007934570312,55.41189805121576,-2878.952282749126,3.251191824248451,46.19091722634674,0.0,1.5235237528960428,76.76292674333415,18554400.0,14832138.191650515,0.3113079391648501,31064653.794790328,158.36827986364236,1003.3624397280672
0.0,0.0,2.5,0.3571428571428571,-9.34580022335587,-0.9000005722045898,45.91288825560306,-1412.919685706922,0.0295770606743612,29.979990106444784,92.85714285714286,8.186468859991377,39.84894593207323,16221800.0,8918203.52716095,-0.043915057162469,137608129.48839784,-3.1491708417567112,989.6641526401528
0.0,0.0,1.0,0.0833333333333333,-0.2442986680064237,-0.029789924621582,66.44717895771386,-6983.995799271292,0.1715505123662524,17.08954427439399,28.57142857142857,2.1539881310018556,48.04121324511636,-1541500.0,1307719.4642413538,0.111464035119211,2481853.96155964,-2.2510156995884074,1001.7281406380476
