ticker,date,last_open,last_high,last_low,last_close,last_volume,atr,std_dev,ulcer_index,price_distance,obv,ad_line,pvt,force_index,hlc3,typical_price,vwap,volume_close_min,volume_close_max
DRTS,2025-09-04 00:30:07,3.5199999809265137,3.5789999961853027,3.3499999046325684,3.490000009536743,84100,0.17731060570861143,0.14314052547206196,8.347673070392432,5.2949166252853805,715500.0,301002.5480188846,2695177.8022350636,1737.103519721774,3.4729999701182046,3.4729999701182046,3.472999970118204,77735.99932193756,547070.9968090057
GYRE,2025-08-27 00:30:05,7.860000133514404,8.399999618530273,7.860000133514404,8.109999656677246,106200,0.49153110333547323,0.5146547176997454,17.915687101677868,7.303513999925892,184800.0,-1211104.424009458,-7257855.003483533,5333.7599287822795,8.12333313624064,8.12333313624064,8.12333313624064,316345.0079917908,1396459.9675178528
CBAN,2025-07-30 00:30:12,16.5018002312543,16.670591275577138,16.223790895374428,16.392581939697266,51400,0.43249107450323054,0.4748311402768518,4.490389242551287,-4.66016314824156,-150600.0,-493410.0217095456,-783254.6869300393,-17558.09767019681,16.428988036882945,16.428988036882945,16.428988036882945,535063.4565353394,5061343.6140060425
MTRN,2025-08-14 00:30:06,111.15781970056115,112.9854761241339,109.86946673335535,112.5460433959961,224800,3.6648672706773873,7.01137414674628,2.010756862130029,9.931279289736038,2327400.0,930115.1286777288,12135569.87706242,299301.00661239965,111.80032875116179,111.80032875116179,111.80032875116179,14353320.336914062,56311359.701538086
OHI,2025-10-02 00:30:09,42.11000061035156,42.209999084472656,41.279998779296875,41.619998931884766,1516300,0.5749973876419989,0.642203351981878,3.740423423046067,-1.1307519829769714,21151500.0,14641204.965876272,40893375.545153655,-108942.92991668188,41.7033322652181,41.7033322652181,41.7033322652181,46166204.15229797,147664063.65966797
SMPL,2025-10-25 00:30:05,20.780000686645508,21.128000259399414,20.239999771118164,20.260000228881836,3276100,1.096487657952018,1.3138413433983516,25.874173144531177,-15.863785825119514,-28379500.0,-7521988.056591475,-175927699.09294337,-4445208.274160003,20.542666753133137,20.542666753133137,20.542666753133137,17525664.221191406,165365947.27287292
CRH,2025-10-03 00:30:06,121.13999938964844,121.23999786376953,119.41999816894531,119.95999908447266,3406600,2.624648666096507,3.221901920329527,1.3989195066791762,4.91608283171493,12687200.0,60825578.40211455,215961282.8741426,4549552.499161725,120.2066650390625,120.2066650390625,120.2066650390625,297917783.5746765,943445152.0065308
NVDA,2025-10-06 00:30:13,185.5,187.22999572753906,183.3300018310547,185.5399932861328,157678100,5.148031444766588,5.394389904390196,2.936385228315771,3.321717153879565,622369200.0,1761504323.374229,2604030738.2765827,131135620.08592758,185.36666361490884,185.36666361490884,185.36666361490884,22211674934.87549,49508049734.573364
SMRT,2025-08-13 00:30:07,1.440000057220459,1.440000057220459,1.2799999713897705,1.3600000143051147,1561200,0.09893272147568503,0.12828351625735865,8.164655676402464,23.709466049300595,1192000.0,-23513447.44527671,138418542.0701536,67893.53599313593,1.3600000143051147,1.3600000143051147,1.3600000143051147,657556.2139570713,2783512.0292782784
TYGO,2025-07-31 00:30:08,1.5399999618530273,1.6100000143051147,1.3200000524520874,1.3200000524520874,2683600,0.14553558417168116,0.05455010035887988,12.76228876097087,1.7223484778524176,44527900.0,-34923038.69865333,801852727.7700592,1188674.9826543748,1.4166667064030964,1.4166667064030964,1.4166667064030964,15871.999645233154,62112058.20887089
ENVA,2025-10-25 00:30:05,118.66999816894531,127.81999969482422,115.05999755859375,124.69999694824219,529000,4.398149778829659,4.977460505204116,13.764719061236342,11.646310907289287,1816400.0,-206074.79446814628,8153503.763565758,878343.2953632753,122.52666473388672,122.52666473388672,122.52666473388672,11801496.258544922,65966298.38562012
CTXR,2025-08-14 00:30:06,1.2699999809265137,1.3200000524520874,1.25,1.309999942779541,196000,0.13594228100159791,0.14337658143842327,39.612057290697095,-7.026263253403783,103826500.0,-36462239.717964195,6393890208.516511,5167.690064088861,1.2933333317438762,1.2933333317438762,1.2933333317438762,204125.0,1338644.9806571007
ELV,2025-10-24 00:30:05,347.010009765625,349.0299987792969,340.0400085449219,342.3500061035156,1318300,9.163017141630844,10.80823501600777,3.370486866960314,-1.2454275901214473,15830700.0,589102.5161194106,49061072.67028283,-1950363.8434995147,343.8066711425781,343.8066711425781,343.8066711425781,364222819.78149414,1420614550.0
LCUT,2025-08-09 00:30:10,3.9200000762939453,4.039999961853027,3.859999895095825,3.9800000190734863,46200,0.2758359778499783,0.26001166960862315,18.97138998956263,-10.33735479418844,1504700.0,1345555.5585513634,31129585.21437822,-25.381064445156575,3.959999958674113,3.959999958674113,3.959999958674113,50159.99794006348,243239.42413330078
GPCR,2025-08-08 00:30:09,16.489999771118164,16.489999771118164,15.861000061035156,16.309999465942383,1139200,0.9665596644880643,1.102951077966166,30.870647628348785,-9.247721779941513,-7795000.0,-12264474.272295205,-25658683.189294465,-154115.4412187585,16.220333099365234,16.220333099365234,16.220333099365234,7518239.936828613,43629842.054748535
BZAI,2025-09-10 00:30:05,3.4800000190734863,3.75,3.3299999237060547,3.3399999141693115,1900100,0.3385018540067371,0.26752472464237936,30.288328905789843,-5.56969363209013,55254200.0,-20118045.307248376,4338816662.089485,103754.91329520658,3.4733332792917886,3.4733332792917886,3.4733332792917886,1937785.0506305695,9398570.02568245
MGNX,2025-09-18 00:30:06,1.559999942779541,1.7450000047683716,1.559999942779541,1.7300000190734863,887800,0.14911042954256615,0.14569253483036745,15.093377540465141,1.4662763528476574,-5878200.0,-13752790.625081208,37058656.251550354,13982.55307323495,1.678333322207133,1.678333322207133,1.678333322207133,439632.0174694061,5603800.0
CNXC,2025-09-30 00:30:08,46.72386092518763,47.34413305650645,45.6520288650652,45.80089569091797,845300,2.5881171864087236,2.9794356052346713,14.374898995485125,-13.317865176630594,-9453800.0,1045189.1884283426,-79207312.7940669,-4758999.867032312,46.26568587082988,46.26568587082988,46.26568587082988,26545198.777770996,283442067.9473877
AURA,2025-08-14 00:30:06,7.119999885559082,7.179999828338623,6.869999885559082,7.0,118400,0.40686181189140735,0.1948791337203428,6.239852941934305,2.204701046252003,-775100.0,396515.4217851972,3197526.0812129984,5306.59410773299,7.016666571299235,7.016666571299235,7.016666571299235,665490.9981250763,1588849.0367889404
FLR,2025-08-07 00:30:07,44.58000183105469,45.22999954223633,42.88999938964844,44.130001068115234,4714000,2.6324562539248846,5.8238226361323395,15.513352696941201,-14.566976935897841,17221300.0,49682076.67009387,-291135018.21293193,-27600148.78630637,44.083333333333336,44.083333333333336,44.083333333333336,116294086.67564392,1058053143.2266235
WEAV,2025-08-03 00:30:08,7.079999923706055,7.260000228881836,6.754000186920166,6.829999923706055,2551700,0.3475257401599421,0.4980117404483866,30.953880891874203,-12.71565486329849,-3623700.0,-13268892.264010603,-42154816.698039666,-216395.17037880264,6.9480001131693525,6.9480001131693525,6.948000113169353,3581927.9728889465,17428110.80532074
IT,2025-09-10 00:30:05,244.92999267578125,245.4199981689453,231.3300018310547,232.58999633789062,1259800,8.68438035074248,4.750796328598313,40.768721886412145,-4.6984943517778515,-5460900.0,-1629734.5793089517,-153501703.0476187,-3518288.260579842,236.44666544596353,236.44666544596353,236.4466654459635,218448310.23254395,615823989.3676758
MDU,2025-09-22 00:30:13,16.610000610351562,16.850000381469727,16.5,16.75,3265900,0.34404974738365923,0.23833062670454608,7.971642343159677,3.4700813436119673,12791600.0,9400136.674970329,21606198.351058383,541734.7994808465,16.700000127156574,16.700000127156574,16.700000127156574,14431016.512870789,115390898.67782593
FBRX,2025-08-19 00:30:05,12.199999809265137,12.359999656677246,11.579999923706055,11.75,52100,1.0150636421234787,0.7001483300338377,28.3003679891039,10.075413486319091,-379000.0,-533609.8089970605,-12054942.522976248,12264.6491367848,11.896666526794434,11.896666526794434,11.896666526794434,96662.5018119812,3312597.9761123657
IMAB,2025-10-06 00:30:13,4.429999828338623,4.46999979019165,3.9800000190734863,4.349999904632568,2083500,0.3954293171162713,0.31892912252915445,27.069590008096593,12.403098172423023,59470900.0,-13901852.348924723,1611636615.755219,159049.13022871173,4.266666571299235,4.266666571299235,4.266666571299235,1002240.0054931641,26379560.916662216
UPBD,2025-09-17 00:30:05,27.03768859316636,27.57883706173036,26.22104813307377,26.319438934326172,714500,0.8682837095625563,0.8498530734585388,5.252917525286407,5.054394123078707,5133600.0,6628988.886929555,400568.6708448378,280602.9876292284,26.70644137637677,26.70644137637677,26.70644137637677,9771885.35118103,37802043.36948395
TME,2025-08-14 00:30:06,25.200000762939453,26.010000228881836,24.861000061035156,25.520000457763672,10221200,0.9057858559356557,1.5295943751979035,3.755946083970037,15.41244786076148,83808400.0,4012383.6298221666,374373702.37787133,5218098.155434153,25.463666915893555,25.463666915893555,25.463666915893555,79291067.19284058,393656706.53686523
MNDY,2025-10-01 00:30:06,192.52999877929688,196.92999267578125,179.55999755859375,184.32000732421875,2882500,9.451129220729145,11.173823964310236,34.921882645109314,-6.900153271519343,-17942500.0,-11796231.468740977,-276961131.99887437,-4798009.680806484,186.9366658528646,186.9366658528646,186.9366658528646,123045001.81884766,531302421.11206055
TWLO,2025-10-01 00:30:06,101.30999755859375,104.0,100.70999908447266,102.69999694824219,3222300,3.6497328277076133,2.529294527410853,22.008258067714202,-1.6062069683889377,-56965800.0,-34005722.39997646,-316867770.60409635,-1540673.9720264757,102.46999867757161,102.46999867757161,102.46999867757161,178043889.56298828,700375950.0
VMI,2025-09-28 00:30:11,372.32000732421875,388.1199951171875,372.0,384.8699951171875,234100,9.730264601563192,5.97360144566754,3.046485724746789,2.890561053432406,202600.0,446697.6013314076,3684613.986517056,524976.9930465245,381.663330078125,381.663330078125,381.663330078125,46703770.48339844,110151566.72973633
AFRM,2025-10-25 00:30:05,78.17500305175781,78.94999694824219,75.29000091552734,75.38999938964844,4902700,4.170196717725863,2.6038786659815925,20.6934162261313,1.9996746111535895,90527200.0,-30722330.816362564,525316408.4091925,974030.5734996722,76.54333241780598,76.54333241780598,76.54333241780598,259164965.49224854,877763901.9927979
WMG,2025-10-02 00:30:09,34.31999969482422,34.45000076293945,34.0,34.189998626708984,961800,0.607687258887795,0.40264455949327743,2.170364161886782,1.7869985088045388,15699600.0,7689946.013620346,56164747.53837101,166591.77538096538,34.21333312988281,34.21333312988281,34.21333312988281,28060141.771697998,100499258.74328613
CRBG,2025-09-08 00:30:05,33.540476041163,33.540476041163,32.7662334366331,33.3618049621582,2372400,0.7048288722033403,0.49286910327354894,4.544215080841229,-1.8972533223811334,20735900.0,-3924870.0999752916,-4503195.497313934,-408392.60214381135,33.22283814665143,33.22283814665143,33.22283814665143,54020118.55163574,286880942.5048828
FTK,2025-08-07 00:30:07,12.369999885559082,13.09000015258789,12.170000076293945,12.699999809265137,726200,0.6983561634254275,0.5112366417031617,26.808508536130567,2.663593364033361,-25400.0,233927.04624238983,24574130.682954807,70108.48867110355,12.65333334604899,12.65333334604899,12.653333346048989,2765165.085411072,10876898.414230347
PAYC,2025-09-28 00:30:11,217.49000549316406,219.19000244140625,216.0850067138672,217.50999450683594,767700,5.102454469430873,3.9825754081186897,8.41122639872414,-1.1931264418953922,962600.0,-1145722.367232174,515168.518365099,10886.239644201663,217.59500122070312,217.59500122070312,217.59500122070312,77662582.91320801,359642650.13427734
HSTM,2025-08-08 00:30:09,26.069456813083157,26.219280894313062,25.769806745506788,25.949596405029297,116900,0.5840901872393793,0.4807013366578343,9.714392504966554,-1.9234030603096541,-2135000.0,-1719791.729430143,-2050297.6943203837,-7797.3415165531105,25.979561348283045,25.979561348283045,25.979561348283045,2525350.208091736,8574243.984222412
ICE,2025-10-02 00:30:09,162.0500030517578,162.5,160.6999969482422,160.97999572753906,3335900,2.599008165063946,3.6668490404285965,10.52057431703379,-5.270790116811159,-50645100.0,-230468.7172580408,-39746786.23573635,-4359826.399704544,161.3933308919271,161.3933308919271,161.39333089192712,399102594.93255615,1025102955.2490234
CB,2025-10-24 00:30:05,283.6700134277344,284.3699951171875,280.3699951171875,281.94000244140625,1429600,4.872595702793103,6.555626172795564,4.366951313179294,0.7038272754101434,1919500.0,630865.7344552753,10193962.578711674,2981154.182937521,282.22666422526044,282.22666422526044,282.22666422526044,263459223.86169434,1243703954.586792
ESNT,2025-08-09 00:30:09,58.36000061035156,60.880001068115234,57.29999923706055,60.27000045776367,1418300,1.1552678195120205,1.029524562552592,8.124345543939146,6.342246899182456,4085200.0,1541745.0037115114,1789605.0133510828,594029.0615954038,59.483333587646484,59.483333587646484,59.483333587646484,28469176.679229736,95639059.26017761
PIII,2025-08-29 00:30:05,8.5,8.774999618530273,8.25,8.329999923706055,6300,0.5031977609610777,0.524749172709357,4.94037446860897,15.409926606451613,81500.0,-60111.898272924795,2204592.3048590776,2477.645915559338,8.451666514078775,8.451666514078775,8.451666514078775,5463.999938964844,158004.0012359619
NPO,2025-08-07 00:30:08,223.52763247927498,224.84572358149495,214.49066262923097,215.1896514892578,152400,6.110766885766117,6.445890725984621,1.4617864732323251,2.9472549845821048,864800.0,1779792.786304584,4223696.461860148,206293.84825379733,218.17534589999457,218.17534589999457,218.17534589999457,9739745.81451416,64397349.127197266
RXRX,2025-09-12 00:30:05,4.960000038146973,5.0,4.800000190734863,4.829999923706055,17162500,0.2823311580513516,0.3095135300791789,27.897171627102935,-0.3558726562988784,64905000.0,-295774467.96055883,829652897.5210016,708833.2101329674,4.87666670481364,4.87666670481364,4.87666670481364,54976508.131599426,155739316.93763733
BRZE,2025-10-02 00:30:10,28.239999771118164,28.309999465942383,27.704999923706055,27.739999771118164,2086600,1.4149486850684028,1.4684876986642221,6.955490912709033,-10.55003428113474,8259400.0,-8696803.338239426,107934356.82642461,-1603785.295471568,27.918333053588867,27.918333053588867,27.918333053588867,38483887.0306015,339866998.825264
IFRX,2025-09-03 00:30:05,1.7799999713897705,1.8200000524520874,1.6399999856948853,1.7300000190734863,1114300,0.12520281398608685,0.3067068364248777,2.861773304520299,71.22779409153523,6021100.0,4861153.109803744,216539710.47096595,270788.2412263091,1.7300000190734863,1.7300000190734863,1.7300000190734863,86442.40064620972,6804640.1013970375
TCBK,2025-07-29 00:30:07,43.60604502031941,43.665573033874175,42.336059815065425,42.37574768066406,112200,1.1214929897448738,0.5022632703140251,1.95248872825896,0.5958971468016973,315000.0,212373.9017131689,907194.4456623275,7034.275171741307,42.792460176534554,42.792460176534554,42.792460176534554,2114140.020751953,5466941.510009766
VNDA,2025-08-22 00:30:05,4.519999980926514,4.78000020980835,4.519999980926514,4.75,340400,0.17974729903092512,0.19797592809668307,13.056441093458547,7.72196387159655,-3902300.0,-4762870.235558962,-850022.9126450389,15087.037746389518,4.683333396911621,4.683333396911621,4.683333396911621,1282679.9417495728,6084132.326889038
INBK,2025-10-25 00:30:05,20.0,20.940000534057617,19.809999465942383,19.860000610351562,90500,1.0416157838941813,0.8700693751079739,15.574344039626526,-8.47925986013106,-592800.0,-244742.30036809592,-2496176.6580078388,-70760.72857650685,20.203333536783855,20.203333536783855,20.203333536783855,568740.9784317017,5630255.260467529
PBPB,2025-09-15 00:30:05,17.0,17.020000457763672,17.0,17.010000228881836,2165424,0.5751098116003078,1.797645512439448,2.1914938975448788,25.75315303790109,27180094.0,-12320693.578558953,616042263.6192611,7041614.172277509,17.010000228881836,17.010000228881836,17.010000228881836,1411018.9074497223,326732716.9916153
HCA,2025-09-19 00:30:05,401.4800109863281,403.6700134277344,396.8999938964844,402.29998779296875,4308500,10.161442924583909,6.197801145979948,3.5782714997702443,-0.6664915381536439,16010300.0,16888725.918379087,-5078269.1693377225,-271256.26646724803,400.9566650390625,400.9566650390625,400.9566650390625,265165031.6986084,1733309497.4060059
ENLT,2025-10-02 00:00:06,31.799999237060547,31.799999237060547,31.264999389648438,31.459999084472656,37100,0.8829673998262291,1.000204411535356,2.8999689599379908,7.4545265920474115,355400.0,28740.793922574478,1276621.0010129355,13103.48007481925,31.50833257039388,31.50833257039388,31.508332570393875,137240.00358581543,2761672.979927063
REXR,2025-10-02 00:30:10,41.720001220703125,41.75,40.880001068115234,41.36000061035156,2166600,0.7978643990212889,0.607855243259057,3.5102124153456207,-1.3289802581033399,13905700.0,-11072649.352232315,57187780.69945416,30389.47514486485,41.33000055948893,41.33000055948893,41.33000055948893,62551485.25886536,180029774.35112
EDIT,2025-09-08 00:30:05,2.7699999809265137,2.8399999141693115,2.7200000286102295,2.7899999618530273,1486900,0.211739797645963,0.2179690830161312,23.376100347529604,4.29906352970505,18165600.0,-9020041.751675023,550810674.6995437,102880.55782304329,2.7833333015441895,2.7833333015441895,2.7833333015441895,1639380.0468444824,23867535.40878296
AMPH,2025-08-27 00:30:05,30.100000381469727,30.950000762939453,30.100000381469727,30.489999771118164,326000,1.1313777232984243,4.1531832413198275,3.4322124488872556,12.92383384824376,1487300.0,-1995225.2453120537,49063060.793432765,347426.7695889595,30.513333638509113,30.513333638509113,30.513333638509113,8340160.207748413,49699441.10870361
